"knockout","k","retained_nodes","efficiency_sum_before","efficiency_sum_after","D_E","LCC_after","D_LCC","components_after","disconnected_pair_fraction","in_strict","in_relax1"
"ABCG2+NR1I2+VWF",3,1223,262115.250001569,261659.632144422,0.00173823483045932,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+NTRK1+NTRK2",3,1223,262055.550001568,261589.358334897,0.00177898032179857,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+NTRK1+POU5F1",3,1223,262056.750001569,261643.548811089,0.00157676224893055,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+NTRK2+POU5F1",3,1223,262055.283334902,261603.291668231,0.00172479509254397,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+POU5F1+RASA1",3,1223,262082.650001571,261662.765477757,0.00160210728871713,1222,0.000817661488143884,2,0.00163532297628777,FALSE,TRUE
"ABCG2+POU5F1+RXRA",3,1223,262073.300001571,261630.365477756,0.00169011693984955,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+POU5F1+SPP1",3,1223,262054.883334905,261614.44881109,0.00168069573140361,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+POU5F1+TFRC",3,1223,262071.183334904,261602.851192042,0.00178704173767874,1222,0.000817661488143884,2,0.00163532297628777,FALSE,TRUE
"ABCG2+POU5F1+THBS1",3,1223,262056.783334905,261631.748811091,0.00162191765618525,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+POU5F1+TJP1",3,1223,262040.600001572,261549.610715852,0.00187371455307495,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+POU5F1+VIM",3,1223,262053.216668238,261634.198811091,0.00159898001816106,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+SPP1+THBS1",3,1223,262055.183334905,261594.54881109,0.00175777680850542,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+SPP1+VWF",3,1223,262062.733334904,261607.932144423,0.00173546686586723,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG2+THBS1+VWF",3,1223,262064.633334904,261623.59881109,0.0016829227133851,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABCG5+ACACA+ACLY",3,1223,262174.033334902,262105.233334901,0.000262421106795641,1223,0,1,0,TRUE,TRUE
"ABCG5+ACACA+ADIPOQ",3,1223,262123.433334902,262084.666668235,0.00014789470050236,1223,0,1,0,FALSE,FALSE
"ABCG5+ACACA+APOB",3,1223,262126.483334902,262025.728572996,0.000384374598951798,1223,0,1,0,FALSE,FALSE
"ABCG5+ACACA+CYP7A1",3,1223,262179.183334902,262070.954763472,0.000412803831536634,1223,0,1,0,FALSE,FALSE
