"knockout","k","retained_nodes","efficiency_sum_before","efficiency_sum_after","D_E","LCC_after","D_LCC","components_after","disconnected_pair_fraction","in_strict","in_relax1"
"ABL1+NTRK1+TFRC",3,1223,262015.166668234,261910.645239661,0.000398913657946753,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK1+TH",3,1223,261999.150001568,261859.759525374,0.000532026444333589,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK1+THBS1",3,1223,262000.766668235,261939.392858711,0.000234250495924626,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK1+TJP1",3,1223,261984.583334902,261857.104763472,0.000486588064867566,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK1+TNFSF11",3,1223,262001.250001568,261939.709525377,0.000234886193066886,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+PLD2",3,1223,262058.833334901,261945.252382518,0.000433417759429733,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+POU5F1",3,1223,261999.000001569,261919.65238252,0.000302854663752572,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+PRKCG",3,1223,262003.433334902,261918.002382519,0.000326068064433471,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+PRKCZ",3,1223,262017.866668235,261603.909525372,0.00157988135743348,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+NTRK2+RASA1",3,1223,262025.166668235,261609.242858705,0.00158734298242569,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+NTRK2+SIRT3",3,1223,262034.500001568,261937.169049185,0.000371443273241345,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+SOX2",3,1223,261980.300001569,261532.902382514,0.00170775290757386,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+NTRK2+SOX9",3,1223,262012.500001568,261907.052382519,0.000402452627446648,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+SPP1",3,1223,261997.400001568,261883.802382519,0.000433583001392845,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+SYK",3,1223,262007.866668235,261915.419049186,0.000352842913553197,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+TFRC",3,1223,262013.700001568,261872.621430137,0.000538439674834579,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+TH",3,1223,261997.683334901,261821.552382516,0.000672261487747239,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+THBS1",3,1223,261999.300001569,261901.185715853,0.000374483007074322,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+TJP1",3,1223,261983.116668236,261818.914287281,0.000626767033856779,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+TNFSF11",3,1223,261999.783334902,261901.502382519,0.000375118449076228,1223,0,1,0,FALSE,FALSE
"ABL1+NTRK2+VWF",3,1223,262006.850001568,261913.585715852,0.000355961249545178,1223,0,1,0,FALSE,FALSE
"ABL1+PLA2G4A+PLD2",3,1223,262100.766668234,261988.459525376,0.00042848841797194,1223,0,1,0,FALSE,FALSE
"ABL1+PLA2G4A+PRKCG",3,1223,262045.366668236,261966.742858711,0.000300038922744217,1223,0,1,0,FALSE,FALSE
"ABL1+PLA2G4A+RAC2",3,1223,262060.183334902,261966.99285871,0.000355607154838178,1223,0,1,0,FALSE,FALSE
"ABL1+PLG+THBS1",3,1223,262029.083334904,261853.11190633,0.000671572126018316,1223,0,1,0,FALSE,FALSE
"ABL1+PLG+VWF",3,1223,262036.633334903,261863.361906329,0.000661248873368159,1223,0,1,0,FALSE,FALSE
"ABL1+POU5F1+RARA",3,1223,262015.566668237,261934.892858711,0.00030789700990641,1223,0,1,0,FALSE,FALSE
"ABL1+POU5F1+SOX2",3,1223,261981.500001571,261577.059525373,0.00154377494668745,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+POU5F1+YWHAZ",3,1223,261980.533334905,261859.742858712,0.000461066609244165,1223,0,1,0,FALSE,FALSE
"ABL1+PRDX1+PRKCZ",3,1223,262049.650001571,261679.816668231,0.00141131015949747,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+PRDX1+SOX2",3,1223,262012.083334904,261608.809525373,0.00153914202886551,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+PRDX1+STAT4",3,1223,262057.333334903,261938.007144426,0.000455343832432842,1223,0,1,0,FALSE,FALSE
"ABL1+PRDX1+THBS1",3,1223,262031.083334904,261977.226192046,0.000205537229294617,1223,0,1,0,FALSE,FALSE
"ABL1+PRDX1+TYMS",3,1223,262079.216668237,262007.561906331,0.000273408791497065,1223,0,1,0,FALSE,FALSE
"ABL1+PRKCG+RARA",3,1223,262020.000001571,261933.492858711,0.00033015473192477,1223,0,1,0,FALSE,FALSE
"ABL1+PRKCG+SLC6A3",3,1223,262052.350001569,261971.069049187,0.000310170667737086,1223,0,1,0,FALSE,FALSE
"ABL1+PRKCG+YWHAZ",3,1223,261984.966668238,261858.092858712,0.000484278968902685,1223,0,1,0,FALSE,FALSE
"ABL1+PRKCZ+RARA",3,1223,262034.433334904,261619.233334895,0.00158452457840863,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+PRKCZ+TJP1",3,1223,262003.183334905,261550.045239659,0.0017295137008565,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+PRKCZ+YWHAZ",3,1223,261999.400001572,261544.000001563,0.00173817191950021,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+RAC2+RXRA",3,1223,262036.266668237,261948.192858711,0.000336113052766818,1223,0,1,0,FALSE,FALSE
"ABL1+RAC2+SOD2",3,1223,262029.683334904,261900.96190633,0.000491247506523407,1223,0,1,0,FALSE,FALSE
"ABL1+RAC2+SOX2",3,1223,262000.750001571,261580.959525373,0.00160224913934659,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+RAC2+SPP1",3,1223,262017.850001571,261931.992858712,0.000327676694003243,1223,0,1,0,FALSE,FALSE
"ABL1+RAC2+TJP1",3,1223,262003.566668238,261866.754763475,0.00052217573410529,1223,0,1,0,FALSE,FALSE
"ABL1+RAC2+TNFSF11",3,1223,262020.233334904,261949.609525379,0.000269535709612745,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+RASA1",3,1223,262041.733334904,261624.700001562,0.0015914767775117,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+RARA+SIRT3",3,1223,262051.066668237,261952.409525377,0.000376480600190021,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+SOD2",3,1223,262025.800001571,261868.228572995,0.000601358448573341,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+SOX2",3,1223,261996.866668238,261548.042858704,0.00171308846262475,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+RARA+SOX9",3,1223,262029.066668237,261922.426192044,0.000406979567378007,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+STAT4",3,1223,262042.116668237,261877.407144424,0.000628561263003258,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+SYK",3,1223,262024.433334904,261930.826192044,0.0003572458555412,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+TH",3,1223,262014.25000157,261837.192858708,0.000675753867818263,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+TJP1",3,1223,261999.683334905,261834.138096806,0.000631852817496004,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+TNFSF11",3,1223,262016.350001571,261916.826192044,0.00037983816477849,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+VIM",3,1223,262012.300001571,261918.792858711,0.00035688073750384,1223,0,1,0,FALSE,FALSE
"ABL1+RARA+XIAP",3,1223,262014.650001571,261918.852382521,0.00036561932338286,1223,0,1,0,FALSE,FALSE
"ABL1+RASA1+YWHAZ",3,1223,262006.700001571,261549.333334896,0.00174562966012703,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ABL1+RXRA+YWHAZ",3,1223,261997.350001571,261839.959525377,0.000600733084486493,1223,0,1,0,FALSE,FALSE
"ABL1+SIRT3+SOD2",3,1223,262045.933334903,261916.128572997,0.000495351178531611,1223,0,1,0,FALSE,FALSE
"ABL1+SIRT3+YWHAZ",3,1223,262016.033334904,261876.409525378,0.000532882693280889,1223,0,1,0,FALSE,FALSE
"ABL1+SOD2+STAT4",3,1223,262036.983334904,261843.376192043,0.000738854265517119,1223,0,1,0,FALSE,FALSE
"ABL1+SOD2+YWHAZ",3,1223,261990.766668238,261792.995239663,0.000754879384072149,1223,0,1,0,FALSE,FALSE
"ABL1+SOX9+YWHAZ",3,1223,261994.033334904,261847.276192045,0.000560154523336798,1223,0,1,0,FALSE,FALSE
"ABL1+SPP1+THBS1",3,1223,261998.900001571,261909.942858713,0.000339532505128526,1223,0,1,0,FALSE,FALSE
"ABL1+SPP1+TNFSF11",3,1223,261999.383334904,261910.026192046,0.000341058599914401,1223,0,1,0,FALSE,FALSE
"ABL1+SPP1+VWF",3,1223,262006.450001571,261923.026192046,0.000318403648172039,1223,0,1,0,FALSE,FALSE
"ABL1+SYK+YWHAZ",3,1223,261989.400001571,261855.426192045,0.000511371107095537,1223,0,1,0,FALSE,FALSE
"ABL1+TFRC+YWHAZ",3,1223,261995.233334904,261812.445239663,0.000697677178758238,1223,0,1,0,FALSE,FALSE
"ABL1+THBS1+VWF",3,1223,262008.350001571,261938.776192046,0.000265540428479483,1223,0,1,0,FALSE,FALSE
"ABL1+THBS1+YWHAZ",3,1223,261980.833334905,261841.142858712,0.000533208763460857,1223,0,1,0,FALSE,FALSE
"ABL1+TNFSF11+YWHAZ",3,1223,261981.316668238,261841.509525378,0.000533653104113796,1223,0,1,0,FALSE,FALSE
"ABL1+VWF+YWHAZ",3,1223,261988.383334905,261853.592858712,0.000514490278069268,1223,0,1,0,FALSE,FALSE
"ABL1+XIAP+YWHAZ",3,1223,261979.616668239,261843.452382522,0.000519751450316686,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+ALDH1B1",3,1223,262208.450001568,262151.716668235,0.000216367296067443,1223,0,1,0,FALSE,TRUE
"ACACA+ACLY+ALDH2",3,1223,262189.233334902,262118.933334901,0.000268126952072234,1223,0,1,0,FALSE,TRUE
"ACACA+ACLY+ALDH3A1",3,1223,262188.216668235,262110.485715853,0.000296470044951924,1223,0,1,0,FALSE,TRUE
"ACACA+ACLY+APOB",3,1223,262084.750001568,261960.519049185,0.000474010610623354,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+CEBPA",3,1223,262076.616668235,261999.300001567,0.000295015509782393,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+CYP51A1",3,1223,262199.883334901,262134.200001568,0.00025050862913345,1223,0,1,0,TRUE,TRUE
"ACACA+ACLY+CYP7A1",3,1223,262137.450001569,262004.788096805,0.000506077650345271,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+EGR1",3,1223,262088.550001568,262016.8333349,0.00027363525292412,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+FABP4",3,1223,262127.316668235,262047.866668233,0.000303096987416929,1223,0,1,0,TRUE,TRUE
"ACACA+ACLY+GSR",3,1223,262143.783334902,262000.383334899,0.000547028040027042,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+HNF4A",3,1223,262090.583334902,262003.2333349,0.000333281718443601,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+ITPR1",3,1223,262094.516668235,261984.609525375,0.000419341633914772,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+KEAP1",3,1223,262109.050001568,262028.669049185,0.00030666988561634,1223,0,1,0,TRUE,TRUE
"ACACA+ACLY+LPL",3,1223,262106.683334902,261922.026192041,0.000704511386397155,1223,0,1,0,TRUE,TRUE
"ACACA+ACLY+MGLL",3,1223,262193.866668235,262075.783334901,0.000450366497257937,1223,0,1,0,TRUE,TRUE
"ACACA+ACLY+NR1H4",3,1223,262137.466668236,262041.226192043,0.000367137431423137,1223,0,1,0,TRUE,TRUE
"ACACA+ACLY+RARA",3,1223,262115.450001569,262010.416668232,0.000400714011082659,1223,0,1,0,TRUE,TRUE
"ACACA+ACLY+RXRA",3,1223,262116.900001569,262022.516668233,0.000360081068163098,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+SIRT3",3,1223,262135.583334902,262053.700001567,0.000312370157053321,1223,0,1,0,TRUE,TRUE
"ACACA+ACLY+SOD2",3,1223,262110.316668236,261975.585715852,0.00051402384345911,1223,0,1,0,FALSE,FALSE
"ACACA+ACLY+SQLE",3,1223,262196.300001568,262112.828572995,0.000318354715805214,1223,0,1,0,TRUE,TRUE
"ACACA+ACTG1+ADIPOQ",3,1223,262079.116668236,262051.566668235,0.000105120928179714,1223,0,1,0,FALSE,FALSE
"ACACA+ACTG1+FASN",3,1223,262116.833334902,262001.709525376,0.000439207997673829,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+BGLAP",3,1223,262070.283334902,262006.800001567,0.000242237816997726,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+CDK5",3,1223,262044.800001569,261926.578572994,0.000451149683466712,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+CYP51A1",3,1223,262149.283334903,262113.466668235,0.00013662698677519,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+CYP7A1",3,1223,262086.850001569,261984.388096805,0.000390946378131085,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+EGR1",3,1223,262037.950001568,261996.266668234,0.000159073650721875,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+ESRRA",3,1223,262092.250001568,262047.016668234,0.00017258554319699,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+HNF4A",3,1223,262039.983334902,261982.666668234,0.000218732522947351,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+ITPR1",3,1223,262043.916668234,261964.042858709,0.000304810775771158,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+KCNJ11",3,1223,262085.833334902,261424.20476346,0.00252447285312174,1221,0.00163532297628777,2,0.00326796948289265,FALSE,FALSE
"ACACA+ADIPOQ+KEAP1",3,1223,262058.450001568,262008.185715852,0.000191805628536157,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+MGLL",3,1223,262143.266668236,262055.933334901,0.000333151159838452,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+NCOA2",3,1223,262089.000001569,262052.833334901,0.000137993836702099,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+NR1H4",3,1223,262086.866668235,262020.576192043,0.000252933224141882,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+PTGS1",3,1223,262090.233334901,262033.366668234,0.000216973619902805,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+RARA",3,1223,262064.850001569,261989.933334899,0.000285870717377734,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+SIRT3",3,1223,262084.983334902,262038.150001567,0.00017869521839331,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+SOD2",3,1223,262059.716668236,261955.235715852,0.000398691388785344,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+SQLE",3,1223,262145.700001568,262092.878572996,0.000201496452440608,1223,0,1,0,FALSE,FALSE
"ACACA+ADIPOQ+TRPV1",3,1223,262074.683334902,261610.683334895,0.00177048768733512,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ACACA+ALDH1B1+ALDH2",3,1223,262265.3833349,262210.333334901,0.000209901891356168,1223,0,1,0,TRUE,TRUE
"ACACA+ALDH1B1+CS",3,1223,262225.733334901,262154.40238252,0.000272021176080051,1223,0,1,0,FALSE,FALSE
"ACACA+ALDH1B1+DGAT1",3,1223,262242.550001567,262079.85238252,0.000620408926948146,1223,0,1,0,FALSE,FALSE
"ACACA+ALDH1B1+FASN",3,1223,262195.566668234,262081.809525377,0.000433863715938898,1223,0,1,0,TRUE,TRUE
"ACACA+ALDH2+CS",3,1223,262206.516668234,262121.40238252,0.000324607819803369,1223,0,1,0,FALSE,FALSE
"ACACA+ALDH2+DGAT1",3,1223,262223.333334901,262047.069049187,0.000672191461652982,1223,0,1,0,FALSE,FALSE
"ACACA+ALDH2+FASN",3,1223,262176.350001568,262048.259525377,0.000488566097554655,1223,0,1,0,FALSE,FALSE
"ACACA+ALDH2+MDH2",3,1223,262235.133334901,262172.450001568,0.000239034840737951,1223,0,1,0,FALSE,TRUE
"ACACA+ALDH3A1+CS",3,1223,262205.500001568,262110.254763472,0.000363246530277972,1223,0,1,0,FALSE,FALSE
"ACACA+ALDH3A1+DGAT1",3,1223,262222.316668234,262038.704763472,0.000700214638840846,1223,0,1,0,FALSE,FALSE
"ACACA+ALDH3A1+FASN",3,1223,262175.333334901,262040.011906329,0.000516148589767673,1223,0,1,0,FALSE,FALSE
"ACACA+APOB+CALR",3,1223,262052.883334902,261955.278572995,0.000372462079655911,1223,0,1,0,FALSE,FALSE
"ACACA+APOB+CS",3,1223,262102.033334902,261963.888096804,0.000527066640193863,1223,0,1,0,FALSE,FALSE
"ACACA+APOB+CYP7A1",3,1223,262089.900001569,261929.566668232,0.000611749378115478,1223,0,1,0,FALSE,FALSE
"ACACA+APOB+DGAT1",3,1223,262118.850001569,261889.421430137,0.000875284518569885,1223,0,1,0,FALSE,FALSE
"ACACA+BGLAP+FASN",3,1223,262108.000001568,261957.292858708,0.000574981087411053,1223,0,1,0,FALSE,FALSE
"ACACA+CALR+FASN",3,1223,262087.550001568,261961.685715852,0.000480237560753105,1223,0,1,0,FALSE,FALSE
"ACACA+CALR+ITPR1",3,1223,262062.650001568,261978.152382518,0.000322432895528468,1223,0,1,0,FALSE,FALSE
"ACACA+CEBPA+CS",3,1223,262093.900001569,262001.635715853,0.000352027596657756,1223,0,1,0,FALSE,FALSE
"ACACA+CEBPA+DGAT1",3,1223,262110.716668236,261927.185715852,0.000700203924190235,1223,0,1,0,FALSE,FALSE
"ACACA+CEBPA+FABP4",3,1223,262071.633334902,262007.950001567,0.000242999719292092,1223,0,1,0,FALSE,FALSE
"ACACA+CEBPA+FASN",3,1223,262063.733334902,261928.442858709,0.000516250281834885,1223,0,1,0,FALSE,FALSE
"ACACA+CEBPA+HNF4A",3,1223,262034.900001568,261963.300001567,0.000273246044710795,1223,0,1,0,FALSE,FALSE
"ACACA+CEBPA+LPL",3,1223,262051.000001568,261890.559525375,0.000612249051489822,1223,0,1,0,FALSE,FALSE
"ACACA+CEBPA+RARA",3,1223,262059.766668236,261970.300001566,0.000341397948289801,1223,0,1,0,FALSE,FALSE
"ACACA+CEBPA+RXRA",3,1223,262061.216668235,261982.5833349,0.000300057117704866,1223,0,1,0,FALSE,FALSE
"ACACA+CFTR+CS",3,1223,262143.283334902,261652.0380968,0.00187395698967707,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ACACA+CS+ESRRA",3,1223,262160.133334902,262070.10238252,0.000343419692525493,1223,0,1,0,TRUE,TRUE
"ACACA+CS+FABP4",3,1223,262144.600001568,262050.585715852,0.000358635217797887,1223,0,1,0,TRUE,TRUE
"ACACA+CS+HNF4A",3,1223,262107.866668235,262005.752382519,0.000389588786533723,1223,0,1,0,FALSE,FALSE
"ACACA+CS+ITPR1",3,1223,262111.800001568,261987.311906328,0.00047494273527604,1223,0,1,0,FALSE,FALSE
"ACACA+CS+KEAP1",3,1223,262126.333334902,262031.454763471,0.000361957420392689,1223,0,1,0,FALSE,FALSE
"ACACA+CS+LPL",3,1223,262123.966668235,261896.39523966,0.000868182453775734,1223,0,1,0,FALSE,FALSE
"ACACA+CS+MGLL",3,1223,262211.150001568,262073.921430139,0.000523351396108707,1223,0,1,0,TRUE,TRUE
"ACACA+CS+NCOA2",3,1223,262156.883334902,262075.919049186,0.000308839061122335,1223,0,1,0,FALSE,FALSE
"ACACA+CS+NR1H4",3,1223,262154.750001569,262043.778572996,0.00042330504624688,1223,0,1,0,FALSE,FALSE
"ACACA+CS+RARA",3,1223,262132.733334903,262012.719049185,0.000457837844939357,1223,0,1,0,FALSE,FALSE
"ACACA+CS+RXRA",3,1223,262134.183334903,262025.035715852,0.000416380716402709,1223,0,1,0,FALSE,FALSE
"ACACA+CS+SIRT3",3,1223,262152.866668236,262056.319049186,0.000368287481563812,1223,0,1,0,TRUE,TRUE
"ACACA+CS+SQLE",3,1223,262213.5833349,262116.197620614,0.000371398434235171,1223,0,1,0,TRUE,TRUE
"ACACA+CYP51A1+DGAT1",3,1223,262233.983334901,262062.502382521,0.000653923454921213,1223,0,1,0,TRUE,TRUE
"ACACA+CYP51A1+FASN",3,1223,262187.000001568,262063.326192044,0.000471700769006933,1223,0,1,0,FALSE,TRUE
"ACACA+CYP51A1+SQLE",3,1223,262263.8833349,262208.078572995,0.000212780963946058,1223,0,1,0,FALSE,TRUE
"ACACA+CYP7A1+DGAT1",3,1223,262171.550001569,261925.590477757,0.000938162526829545,1223,0,1,0,FALSE,FALSE
"ACACA+CYP7A1+FASN",3,1223,262124.566668235,261933.347620613,0.000729496857363676,1223,0,1,0,FALSE,FALSE
"ACACA+CYP7A1+HNF4A",3,1223,262095.733334902,261972.504763471,0.000470166262773186,1223,0,1,0,FALSE,FALSE
"ACACA+CYP7A1+NR1H4",3,1223,262142.616668236,261994.164287281,0.000566303880085939,1223,0,1,0,FALSE,FALSE
"ACACA+CYP7A1+RXRA",3,1223,262122.050001569,261986.338096804,0.000517743184003883,1223,0,1,0,FALSE,FALSE
"ACACA+CYP7A1+SQLE",3,1223,262201.450001567,262080.716668233,0.000460460204677382,1223,0,1,0,FALSE,FALSE
"ACACA+DGAT1+FABP4",3,1223,262161.416668235,261977.269049186,0.000702420750505195,1223,0,1,0,FALSE,FALSE
"ACACA+DGAT1+HNF4A",3,1223,262124.683334902,261931.019049186,0.000738825063145376,1223,0,1,0,FALSE,FALSE
"ACACA+DGAT1+MGLL",3,1223,262227.966668234,262003.785715853,0.000854908632474172,1223,0,1,0,TRUE,TRUE
"ACACA+DGAT1+NCOA2",3,1223,262173.700001569,262002.369049186,0.000653501676108448,1223,0,1,0,FALSE,FALSE
"ACACA+DGAT1+NR1H4",3,1223,262171.566668235,261969.611906329,0.000770315272831223,1223,0,1,0,FALSE,FALSE
"ACACA+DGAT1+RXRA",3,1223,262151.00000157,261950.569049185,0.000764562989969741,1223,0,1,0,FALSE,FALSE
"ACACA+DGAT1+SQLE",3,1223,262230.400001567,262042.047620614,0.000718270577902413,1223,0,1,0,TRUE,TRUE
"ACACA+DGAT1+TRPV1",3,1223,262159.383334903,261561.552382513,0.00228041027860326,1222,0.000817661488143884,2,0.00163532297628777,FALSE,FALSE
"ACACA+EGR1+FASN",3,1223,262075.666668235,261946.409525375,0.000493205433769406,1223,0,1,0,FALSE,FALSE
"ACACA+ESRRA+FASN",3,1223,262129.966668235,261994.126192042,0.000518218034814333,1223,0,1,0,TRUE,TRUE
"ACACA+ESRRA+NCOA2",3,1223,262150.150001569,262103.550001568,0.000177760722244957,1223,0,1,0,TRUE,TRUE
"ACACA+FABP4+LPL",3,1223,262101.700001568,261932.026192041,0.000647358676138632,1223,0,1,0,FALSE,TRUE
"ACACA+FABP4+RXRA",3,1223,262111.916668236,262032.900001566,0.000301461557618676,1223,0,1,0,FALSE,FALSE
"ACACA+FASN+GOT1",3,1223,262164.733334901,262034.769049186,0.000495735196959668,1223,0,1,0,TRUE,TRUE
"ACACA+FASN+GSR",3,1223,262130.900001568,261931.17619204,0.00076192394535135,1223,0,1,0,FALSE,FALSE
"ACACA+FASN+HNF4A",3,1223,262077.700001568,261932.726192042,0.000553171099736627,1223,0,1,0,FALSE,FALSE
"ACACA+FASN+MDH2",3,1223,262165.316668235,262015.492858709,0.000571486005204624,1223,0,1,0,TRUE,TRUE
"ACACA+FASN+MGLL",3,1223,262180.983334901,262005.709525376,0.000668522206667577,1223,0,1,0,FALSE,TRUE
"ACACA+FASN+NCOA2",3,1223,262126.716668235,262002.242858709,0.000474861208763167,1223,0,1,0,FALSE,TRUE
"ACACA+FASN+NR1H4",3,1223,262124.583334902,261970.502382518,0.000587815726489027,1223,0,1,0,FALSE,TRUE
"ACACA+FASN+PLA2G2A",3,1223,262152.766668235,262023.085715853,0.000494677031376844,1223,0,1,0,TRUE,TRUE
"ACACA+FASN+RARA",3,1223,262102.566668235,261939.992858707,0.000620267903495009,1223,0,1,0,FALSE,FALSE
"ACACA+FASN+RXRA",3,1223,262104.016668235,261952.009525375,0.000579949688649495,1223,0,1,0,FALSE,FALSE
"ACACA+FASN+SIRT3",3,1223,262122.700001568,261986.359525375,0.000520139904679251,1223,0,1,0,TRUE,TRUE
"ACACA+FASN+SOD2",3,1223,262097.433334902,261905.428572994,0.000732570172341629,1223,0,1,0,FALSE,FALSE
"ACACA+GOT1+MDH2",3,1223,262223.516668234,262153.409525378,0.000267356428390042,1223,0,1,0,TRUE,TRUE
"ACACA+GSR+KEAP1",3,1223,262120.533334901,261995.185715851,0.000478206027799244,1223,0,1,0,FALSE,FALSE
"ACACA+GSR+SOD2",3,1223,262121.800001569,261939.719049184,0.000694642537874102,1223,0,1,0,FALSE,FALSE
"ACACA+HNF4A+NCOA2",3,1223,262097.883334902,262039.783334901,0.000221672908083281,1223,0,1,0,FALSE,FALSE
"ACACA+HNF4A+NR1H4",3,1223,262095.750001569,262006.626192043,0.000340042940508822,1223,0,1,0,FALSE,FALSE
"ACACA+LPL+MGLL",3,1223,262168.250001568,261961.192858708,0.000789787256307406,1223,0,1,0,FALSE,TRUE
"ACACA+MGLL+TRPV1",3,1223,262186.850001568,261693.533334896,0.00188154618231173,1222,0.000817661488143884,2,0.00163532297628777,TRUE,TRUE
"ACACA+NCOA2+NR1H4",3,1223,262144.766668235,262076.059525377,0.000262096183462068,1223,0,1,0,FALSE,TRUE
"ACACA+NCOA2+RARA",3,1223,262122.750001569,262045.166668233,0.000295980922433103,1223,0,1,0,FALSE,FALSE
"ACACA+NCOA2+RXRA",3,1223,262124.200001569,262053.3333349,0.000270355299771263,1223,0,1,0,FALSE,FALSE
"ACACA+NR1H4+RXRA",3,1223,262122.066668236,262022.842858709,0.000378540466994814,1223,0,1,0,FALSE,FALSE
"ACACA+PLA2G2A+PLA2G4A",3,1223,262174.166668235,262068.49285871,0.000403067208596064,1223,0,1,0,TRUE,TRUE
"ACACA+PLA2G2A+PTGS1",3,1223,262174.183334902,262108.476192044,0.000250624001271627,1223,0,1,0,TRUE,TRUE
"ACACA+PLA2G4A+PTGS1",3,1223,262149.350001568,262058.016668233,0.000348401906525742,1223,0,1,0,TRUE,TRUE
"ACACA+RARA+RXRA",3,1223,262100.050001571,261965.800001566,0.000512208982807238,1223,0,1,0,FALSE,FALSE
"ACACA+SIRT3+SOD2",3,1223,262113.60000157,261996.45238252,0.000446934531628584,1223,0,1,0,FALSE,FALSE
"ACE2+ACTG1+TJP1",3,1223,262053.60000157,261951.678572997,0.000388933518074452,1223,0,1,0,FALSE,FALSE
"ACE2+ADIPOQ+APOB",3,1223,262006.133334901,261915.652382519,0.000345339062221894,1223,0,1,0,FALSE,FALSE
"ACE2+ADIPOQ+CEBPA",3,1223,261998.000001568,261954.516668234,0.000165968188054033,1223,0,1,0,FALSE,FALSE
"ACE2+ADIPOQ+FURIN",3,1223,262063.916668235,262018.5833349,0.000172985788775448,1223,0,1,0,FALSE,FALSE
"ACE2+ADIPOQ+LPL",3,1223,262028.066668234,261878.059525375,0.000572485019510682,1223,0,1,0,FALSE,FALSE
"ACE2+ADIPOQ+NRP1",3,1223,262059.366668235,262011.950001567,0.000180938644821493,1223,0,1,0,FALSE,FALSE
