"knockout","k","retained_nodes","efficiency_sum_before","efficiency_sum_after","D_E","LCC_after","D_LCC","components_after","disconnected_pair_fraction"
"ARG1+LCN2+LTF",3,1223,262093.050001567,261666.41904918,0.0016277843017376,1222,0.000817661488143884,2,0.00163532297628777
