"observed","null_mean","null_sd","null_q025","null_median","null_q975","z","empirical_percentile","p_empirical_right","network_variant","set_name","FDR_BH"
0.000119802972764038,0.000103108179015244,0.000157415984960649,3.25745715548109e-05,8.5086986117977e-05,0.000161811347513585,0.106055263402678,0.8779,0.122187781221878,"score400_LCC","ARG1",0.240950904909509
3.75043580096435e-05,3.05876603655409e-05,1.20350078602594e-05,8.35780240748818e-06,2.97902228266755e-05,5.15640074961743e-05,0.574714842267958,0.6645,0.335566443355664,"score400_LCC","LCN2",0.335566443355664
5.72195123105246e-05,4.94817823898079e-05,2.38222292226959e-05,1.90731135452094e-05,4.52177280759747e-05,0.000125159278041354,0.324811328460596,0.7704,0.22967703229677,"score400_LCC","LTF",0.267956537679565
0.000154999870769501,0.000133537291473718,0.000156495399626014,5.71078391805591e-05,0.000109616369756149,0.000205032357115442,0.137145113192295,0.8766,0.123487651234877,"score400_LCC","ARG1_LCN2",0.240950904909509
0.000177322534498203,0.000151061310199778,0.000152782025784152,6.93423302928764e-05,0.000127292351724928,0.000250981461589861,0.17188687061609,0.8624,0.137686231376862,"score400_LCC","ARG1_LTF",0.240950904909509
9.57427862798843e-05,7.96799380995962e-05,2.5872679562424e-05,3.94999200641843e-05,7.64240024254681e-05,0.000155006426332149,0.62084207944263,0.7963,0.203779622037796,"score400_LCC","LCN2_LTF",0.267956537679565
0.000213536245385892,0.00018282093951454,0.000158068460135326,9.33312333807779e-05,0.00015710723480028,0.000296461114710619,0.194316474298892,0.8747,0.125387461253875,"score400_LCC","ARG1_LCN2_LTF",0.240950904909509
