"observed","null_mean","null_sd","null_q025","null_median","null_q975","z","empirical_percentile","p_empirical_right","set_name","baseline","FDR_BH"
0.0014725101241061,0.00015389504551176,0.000431131496173765,0,1.29907353231262e-05,0.00130690822730732,3.05849860262327,0.981,0.0190980901909809,"ARG1","uniform_random_run02",0.0986901309869013
6.80840046716202e-05,0.00015389504551176,0.000431131496173765,0,1.29907353231262e-05,0.00130690822730732,-0.199036817309108,0.7333,0.266773322667733,"LCN2","uniform_random_run02",0.331566843315668
5.65477936731451e-05,0.00015389504551176,0.000431131496173765,0,1.29907353231262e-05,0.00130690822730732,-0.225794804375369,0.7034,0.296670332966703,"LTF","uniform_random_run02",0.331566843315668
0.00154151730835994,0.000308752504339769,0.000619352611819927,0,6.44745342710529e-05,0.00201296434899566,1.99040866300341,0.9583,0.0417958204179582,"ARG1_LCN2","uniform_random_run02",0.0986901309869013
0.00152987494378543,0.000308752504339769,0.000619352611819927,0,6.44745342710529e-05,0.00201296434899566,1.97161102761394,0.9578,0.0422957704229577,"ARG1_LTF","uniform_random_run02",0.0986901309869013
0.000154184860232998,0.000308752504339769,0.000619352611819927,0,6.44745342710529e-05,0.00201296434899566,-0.249563239351787,0.6685,0.331566843315668,"LCN2_LTF","uniform_random_run02",0.331566843315668
0.00162778430173449,0.000469905064817156,0.000762421258784316,6.35351517919158e-07,0.000138269488158648,0.00274011872134091,1.51868697728022,0.9326,0.0674932506749325,"ARG1_LCN2_LTF","uniform_random_run02",0.118113188681132
