"gene","D_E"
"BACE1",5.67015318772013e-05
"PROM1",0.00127729251749653
"AQP9",0
"PTH",0.00019439506068486
"MAP2",5.57507217935349e-06
"TIMP1",6.97061284626876e-06
"KCNA5",1.99569664441901e-05
"BHLHE40",0
"BCHE",1.59661831168334e-05
"GABRG1",0
"KYNU",3.41288525791406e-05
"MT1X",0
"TPH1",7.17150924056664e-05
"PROS1",2.21693788693411e-06
"CTRB1",3.90273843604572e-05
"DYSF",0.00102310635249714
"XPO1",1.66633213304346e-05
"MAP1LC3A",0
"PAPSS2",2.08994383624761e-05
"GFAP",0.000240332727610593
"KCNA3",7.03184449912797e-06
"VCAM1",2.14834315839241e-05
"OLR1",0
"RAC1",1.74887232585741e-05
"ACTG2",0
"GABRA3",0
"ACADM",0.000194896326079275
"ARRDC3",6.33407013395093e-07
"AQP1",7.97847562783449e-06
"PDE3B",4.40978259571567e-05
"TRPM4",3.67379046295468e-05
"GANAB",0
"DNPEP",0
"GLO1",4.94041980381166e-06
"PDE4B",1.76110095406745e-05
"CAPN10",0.000977887184816284
"NOS3",0.000136759922833574
"ELOVL5",0
"CRMP1",1.10844121046227e-05
"POLB",0
"TRAF6",3.65690661311424e-05
"HDAC10",0
"GABRA5",0
"PIM1",0
"TGFA",3.48528190785569e-06
"STAT4",0.000324242289791776
"ADRA2A",6.33347720935262e-07
"MPO",0.000259217982351401
"LRP5",0
"AQP3",0
"GYPA",0.000261429870861529
"RPL17",9.4906952489815e-05
"HRH1",0
"TRPM3",0
"HNRNPA1",0.0011965986405017
"CNR2",0
"CALCR",3.30019686509697e-05
"RBP2",3.01152514644576e-05
"HBB",6.40684097101829e-05
"GLUL",0.000147191537224312
"APLP1",0
"ATP2C2",0
"HLA-B",6.33520976234259e-07
"KCNJ15",0
"CXADR",1.64676675717956e-06
"RASA1",5.55702489675181e-05
"AASS",1.96337880520314e-06
"GRIK2",0
"SLC15A1",1.58338604960839e-06
"CHRM2",2.51721592002818e-05
"PLA2G2D",0
"CPT1C",0
"KRT18",1.90069610461752e-06
"SLC6A2",0
"GABRA6",0
"HERC5",0
"CHRNB3",0
"SOD2",0.000296172336680667
"MSI1",0
"HDAC5",0
"PTGER3",1.07329013246948e-05
"KCNJ1",8.80361918675909e-06
"PRKAG2",0.00023019859617357
"CTSL",5.7015753640588e-06
"CA2",1.50098666125142e-05
"REN",0.000113239453789604
"ADRA2C",1.26052450867276e-05
"GPR18",0
"HAS2",0
"PDE10A",6.52492584996001e-06
"F2RL1",1.81154153372498e-05
"HCAR2",0
"MRC1",0
"C8G",8.92998568191583e-06
"RXRG",0
"CDK8",0
"AVPR1A",0
"GABRD",9.49995296650741e-07
"NKX3-1",0
"CATSPER1",0
"IL36A",0
"KLK3",0.00125308407979507
"TFEB",4.43464879762434e-06
"GABRG3",0
"SCNN1A",5.25143809567696e-05
"LMNB1",7.2866286621176e-06
"PCOLCE",0
"ADRA1B",0
"TRPV1",0.00166711359586047
"HINT1",4.87617046518452e-06
"SIRT2",1.36869569887788e-05
"MAP1LC3B",8.68078161708752e-06
"CAMLG",0
"AIMP2",0
"RDH5",1.18445408441303e-05
"SULT2A1",1.31748566971623e-05
"STAT5B",1.13440953091182e-05
"SLC47A1",0
"ACP1",0
"KCND1",0
"MAP2K5",0
"ARF5",0
"LCP1",0.00205551981329799
"IGFBP6",0
"KCNC2",0
"GSTK1",0
"SPI1",3.16810202792839e-05
"SKP2",4.435492915289e-06
"GPD1",0
"TRPC5",4.86789497714524e-05
"GRIN3B",0
"SIRT6",5.06879720008069e-06
"GABRE",0
"CACNG6",0
"KRT2",0
"PTGDR2",6.33406652128521e-07
"LTA4H",0
"KCNC3",0
"PDK1",0
"RBP4",4.16853263397465e-05
"ODC1",0.00121583500905476
"FABP7",3.9904553374992e-06
"TUBB4B",6.33455001119998e-07
"SULT1A1",8.93034087123823e-06
"PTAFR",0
"TACR1",0
"PDE1B",3.71225818049936e-05
"MCU",0
"MOCOS",1.83708339053235e-05
"SLC2A4",1.81861109559422e-05
"HCRTR2",0
"SRD5A2",3.08503783238434e-05
"CMA1",0
"HTR3A",8.53896962736966e-05
"TFRC",0.000239327299633385
"P2RX7",5.59297818042426e-05
"PLSCR1",0
"ELOVL4",0
"PON1",7.22265572195013e-06
"DHODH",1.42497466326663e-05
"RTCB",0
"PAEP",3.16647909515133e-06
"ABCG4",0
"DIO1",0
"DBP",0
"PLB1",0.00110895479500295
"PSMD11",6.3344408685051e-07
"THRB",3.80151793299977e-06
"USP10",4.9733160998211e-05
"NAAA",0
"AFM",0
"RASSF1",1.82470571705728e-05
"NEU1",0
"UQCRC1",5.15309632885819e-05
"TXNIP",0
"TIMP2",0
"UGT1A9",0
"YWHAZ",0.000329867224154401
"POLE4",6.33352637668949e-07
"SYT1",8.62163058744647e-05
"XIAP",6.16233323891269e-05
"VWF",5.62078033525815e-05
"TOMM70",0
"ORM2",0
"SEMA3A",6.84073768231208e-06
"SMO",0
"YY1",6.08348672959114e-06
"VEGFC",0
"TYMS",0.000142484575824997
"VLDLR",0
"XBP1",0.00130705850242441
"WEE1",0
"POR",3.92763746058788e-05
"XDH",0.000207347108110545
"TGM2",0
"RCAN1",0
"SHBG",3.16169811188649e-05
"P4HB",2.24939291733062e-05
"POLDIP2",0
"TNNI3",8.64888291552957e-05
"TACR3",0
"ACTR1B",0
"SHANK1",1.22897159903212e-05
"TTK",1.26686474088977e-06
"RPS6KA3",0
"SOX9",0.000102527928081186
"DUOXA1",0
"TOP2B",0
"TFF1",9.5019484058767e-07
"UGT2B4",1.61543980341516e-05
"TRPV2",1.87502442750009e-05
"LRIG1",0
"TNFAIP6",4.94186435140431e-06
"TRPV4",0.000106153420904809
"UGT2B28",0
"SRI",0
"PYGM",4.94772798226295e-05
"SCN8A",0
"RNASE1",0
"SRR",0
"S100A7A",0
"UCHL1",0
"LDLR",0
"ZEB2",0
"VKORC1L1",0
"SLC5A1",1.62831065815272e-05
"PDE5A",1.15913843198312e-05
"RETSAT",0
"SLC6A8",0
"RHO",0.00017143146028642
"GSTZ1",0
"PGRMC1",1.54584083279508e-05
"UCP1",0
"HNF4G",0
"SOAT1",2.72368448894778e-06
"ADORA2B",0
"PDE7B",0
"MGST1",0
"TYRP1",6.65147512002306e-06
"KHK",0
"SLCO1A2",6.33397825744453e-07
"SLC7A1",0
"UCP2",2.4330049283483e-05
"TUBG1",1.58373381198285e-06
"TFF2",0
"PHOSPHO1",8.36011896465649e-06
"HTR7",2.21651978515869e-06
"PTP4A1",0
"SERPINB9",0
"UCP3",0
"SLC8A2",0
"PPT1",8.42388961930229e-06
"SLC29A2",0
"GABRR3",0
"PNRC2",0
"TRPV3",0
"PDE6C",0
"PHOSPHO2",0
"MARK4",0
"SLC1A6",0
"SLPI",0
"TEP1",0
"MMP11",6.33353078760557e-07
"KCNH7",0
"SRPK2",0
"ACTBL2",0
"KCNJ10",0
"GABRQ",0
"MT2A",0.00087441544054756
"PRSS1",0.0011573163436972
"FKRP",0
"ROS1",0
"RGN",1.78637354256717e-05
"GPR35",0
"SLC7A2",0
"IL36B",0
"SLC1A3",2.4134429150835e-05
"PFAS",0
"NPEPPS",0
"NISCH",0
"SSTR5",0
"COL7A1",0
"KLK5",0
"PTGFR",3.10411217574469e-06
"HRH3",0
"SLCO2B1",0
"CTRC",0
"GLYAT",0
"SLC16A1",1.22233950207162e-05
"PRMT3",0
"NLN",0
"GABRP",0
"OR51E1",0
