"sampled_set","D_E","Syn_Bliss","Syn_add","iteration"
"PTK2B",4.84330888517182e-05,NA,NA,64
"NOS2",3.943477620727e-05,NA,NA,65
"NPPA",6.87940324639591e-05,NA,NA,66
"CYP2C19",9.85727649382984e-06,NA,NA,67
"DPP4",3.42910215563874e-05,NA,NA,68
"BACE1",8.52952600430834e-05,NA,NA,69
"F2",4.26464510216995e-05,NA,NA,70
"SLC6A3",3.24894408255672e-05,NA,NA,71
"NPPA",6.87940324639591e-05,NA,NA,72
"PTGS1",0.00013715127039482,NA,NA,73
"RAC1",3.00029977275962e-05,NA,NA,74
"DPP4",3.42910215563874e-05,NA,NA,75
"PROM1",8.72252997797807e-05,NA,NA,76
"YWHAE",5.27209089691283e-05,NA,NA,77
"DRD1",3.51444557140645e-05,NA,NA,78
"LPL",4.9933453493356e-05,NA,NA,79
"TYR",5.85059584152781e-05,NA,NA,80
"NOS2",3.943477620727e-05,NA,NA,81
"SYP",4.05056094484602e-05,NA,NA,82
"GRIN1",3.40734457203729e-05,NA,NA,83
"GDNF",4.43617653551609e-05,NA,NA,84
"HDAC4",5.44348967649322e-05,NA,NA,85
"XDH",3.45048671577253e-05,NA,NA,86
"ATF6",3.94325028519882e-05,NA,NA,87
"MAPK9",2.50741756256945e-05,NA,NA,88
"HDAC4",5.44348967649322e-05,NA,NA,89
"RXRA",4.69340855130396e-05,NA,NA,90
"SLC6A3",3.24894408255672e-05,NA,NA,91
"CYP7A1",4.35031253905871e-05,NA,NA,92
"TFAM",5.78635194188326e-05,NA,NA,93
"FOXM1",4.56473397145718e-05,NA,NA,94
"BACE1",8.52952600430834e-05,NA,NA,95
"PRDX1",3.34313815749665e-05,NA,NA,96
"ATF6",3.94325028519882e-05,NA,NA,97
"CYP7A1",4.35031253905871e-05,NA,NA,98
"ACE2",4.28639055607416e-05,NA,NA,99
"GRIN1",3.40734457203729e-05,NA,NA,100
"PRDX1",3.34313815749665e-05,NA,NA,101
"DPP4",3.42910215563874e-05,NA,NA,102
"CYP2C9",5.56338081605379e-05,NA,NA,103
"RYR2",7.43591070004879e-05,NA,NA,104
"NPPA",6.87940324639591e-05,NA,NA,105
"UGT1A1",4.9502686584324e-05,NA,NA,106
"RXRA",4.69340855130396e-05,NA,NA,107
"RAC1",3.00029977275962e-05,NA,NA,108
"RAC1",3.00029977275962e-05,NA,NA,109
"CYP2C19",9.85727649382984e-06,NA,NA,110
"DPP4",3.42910215563874e-05,NA,NA,111
"SLC6A4",3.79320118625293e-05,NA,NA,112
"NPPA",6.87940324639591e-05,NA,NA,113
"XDH",3.45048671577253e-05,NA,NA,114
"RXRA",4.69340855130396e-05,NA,NA,115
"PROM1",8.72252997797807e-05,NA,NA,116
"PRDX1",3.34313815749665e-05,NA,NA,117
"TYR",5.85059584152781e-05,NA,NA,118
"BACE1",8.52952600430834e-05,NA,NA,119
"ADRB2",5.20800805603461e-05,NA,NA,120
"ACE2",4.28639055607416e-05,NA,NA,121
"PRDX1",3.34313815749665e-05,NA,NA,122
"ADRB2",5.20800805603461e-05,NA,NA,123
"MAPK9",2.50741756256945e-05,NA,NA,124
"F2",4.26464510216995e-05,NA,NA,125
"FOXM1",4.56473397145718e-05,NA,NA,126
"SLC6A3",3.24894408255672e-05,NA,NA,127
"PROM1",8.72252997797807e-05,NA,NA,128
"NPPA",6.87940324639591e-05,NA,NA,129
"MAP1LC3B",7.2780883846546e-05,NA,NA,130
"SLC6A3",3.24894408255672e-05,NA,NA,131
"RYR2",7.43591070004879e-05,NA,NA,132
"PRKCB",3.04319119845964e-05,NA,NA,133
"AFP",3.85757209503401e-05,NA,NA,134
"PTK2B",4.84330888517182e-05,NA,NA,135
"TYR",5.85059584152781e-05,NA,NA,136
"UGT1A1",4.9502686584324e-05,NA,NA,137
"CACNA1D",2.73431282318271e-05,NA,NA,138
"FURIN",7.59490133551699e-05,NA,NA,139
"F2",4.26464510216995e-05,NA,NA,140
"HTR2A",5.55034523141984e-05,NA,NA,141
"PTK2B",4.84330888517182e-05,NA,NA,142
"PTGS1",0.00013715127039482,NA,NA,143
"TFAM",5.78635194188326e-05,NA,NA,144
"ATF6",3.94325028519882e-05,NA,NA,145
"MAP1LC3B",7.2780883846546e-05,NA,NA,146
"CYP2D6",7.21328416918299e-05,NA,NA,147
"SCD",4.52177280759747e-05,NA,NA,148
"BACE1",8.52952600430834e-05,NA,NA,149
"SLC6A3",3.24894408255672e-05,NA,NA,150
"YWHAE",5.27209089691283e-05,NA,NA,151
"CDH5",5.15640074961743e-05,NA,NA,152
"UGT1A1",4.9502686584324e-05,NA,NA,153
"HTR2A",5.55034523141984e-05,NA,NA,154
"AFP",3.85757209503401e-05,NA,NA,155
"LPL",4.9933453493356e-05,NA,NA,156
"CACNA1D",2.73431282318271e-05,NA,NA,157
"YWHAE",5.27209089691283e-05,NA,NA,158
"PTK2B",4.84330888517182e-05,NA,NA,159
"PTGS1",0.00013715127039482,NA,NA,160
"PRDX1",3.34313815749665e-05,NA,NA,161
"YWHAE",5.27209089691283e-05,NA,NA,162
"RAC1",3.00029977275962e-05,NA,NA,163
"RXRA",4.69340855130396e-05,NA,NA,164
"HTR2A",5.55034523141984e-05,NA,NA,165
"MAP1LC3B",7.2780883846546e-05,NA,NA,166
"PARK7",0.000125159278041354,NA,NA,167
"BGLAP",4.75758252550529e-05,NA,NA,168
"MAP1LC3B",7.2780883846546e-05,NA,NA,169
"DPP4",3.42910215563874e-05,NA,NA,170
"PARK7",0.000125159278041354,NA,NA,171
"DPP4",3.42910215563874e-05,NA,NA,172
"FOXM1",4.56473397145718e-05,NA,NA,173
"RYR2",7.43591070004879e-05,NA,NA,174
"CYP7A1",4.35031253905871e-05,NA,NA,175
"TFAM",5.78635194188326e-05,NA,NA,176
"CYP2C19",9.85727649382984e-06,NA,NA,177
"MAP1LC3B",7.2780883846546e-05,NA,NA,178
"PARK7",0.000125159278041354,NA,NA,179
"HDAC4",5.44348967649322e-05,NA,NA,180
"BGLAP",4.75758252550529e-05,NA,NA,181
"CDH5",5.15640074961743e-05,NA,NA,182
"PRKCB",3.04319119845964e-05,NA,NA,183
"ACE2",4.28639055607416e-05,NA,NA,184
"CDH5",5.15640074961743e-05,NA,NA,185
"MAPK9",2.50741756256945e-05,NA,NA,186
"AFP",3.85757209503401e-05,NA,NA,187
"CYP2C19",9.85727649382984e-06,NA,NA,188
"DRD1",3.51444557140645e-05,NA,NA,189
"NCF1",1.9073420110427e-05,NA,NA,190
"DRD1",3.51444557140645e-05,NA,NA,191
"PTK2B",4.84330888517182e-05,NA,NA,192
"SIRT3",3.21461998868955e-05,NA,NA,193
"XDH",3.45048671577253e-05,NA,NA,194
"CDH5",5.15640074961743e-05,NA,NA,195
"DRD1",3.51444557140645e-05,NA,NA,196
"ADRB2",5.20800805603461e-05,NA,NA,197
"CYP2D6",7.21328416918299e-05,NA,NA,198
"DRD1",3.51444557140645e-05,NA,NA,199
"LPL",4.9933453493356e-05,NA,NA,200
"TFAM",5.78635194188326e-05,NA,NA,201
"RYR2",7.43591070004879e-05,NA,NA,202
"NCF1",1.9073420110427e-05,NA,NA,203
"UGT1A1",4.9502686584324e-05,NA,NA,204
"HTR2A",5.55034523141984e-05,NA,NA,205
"BGLAP",4.75758252550529e-05,NA,NA,206
"DRD1",3.51444557140645e-05,NA,NA,207
"NOS1",3.27904871741946e-05,NA,NA,208
"TYR",5.85059584152781e-05,NA,NA,209
"CYP7A1",4.35031253905871e-05,NA,NA,210
"SCD",4.52177280759747e-05,NA,NA,211
"MAP1LC3B",7.2780883846546e-05,NA,NA,212
"RYR2",7.43591070004879e-05,NA,NA,213
"ACACA",4.84337842884264e-05,NA,NA,214
"F2",4.26464510216995e-05,NA,NA,215
"SLC6A3",3.24894408255672e-05,NA,NA,216
"FURIN",7.59490133551699e-05,NA,NA,217
"NOS1",3.27904871741946e-05,NA,NA,218
"SCD",4.52177280759747e-05,NA,NA,219
"FURIN",7.59490133551699e-05,NA,NA,220
"SYP",4.05056094484602e-05,NA,NA,221
"ACE2",4.28639055607416e-05,NA,NA,222
"SLC6A4",3.79320118625293e-05,NA,NA,223
"CACNA1D",2.73431282318271e-05,NA,NA,224
"SLC6A3",3.24894408255672e-05,NA,NA,225
"NCF1",1.9073420110427e-05,NA,NA,226
"PARK7",0.000125159278041354,NA,NA,227
"PTK2B",4.84330888517182e-05,NA,NA,228
"PTK2B",4.84330888517182e-05,NA,NA,229
"GDNF",4.43617653551609e-05,NA,NA,230
"SYP",4.05056094484602e-05,NA,NA,231
"PRDX1",3.34313815749665e-05,NA,NA,232
"MAPK9",2.50741756256945e-05,NA,NA,233
"PTK2B",4.84330888517182e-05,NA,NA,234
"CYP2D6",7.21328416918299e-05,NA,NA,235
"UGT1A1",4.9502686584324e-05,NA,NA,236
"SYP",4.05056094484602e-05,NA,NA,237
"GDNF",4.43617653551609e-05,NA,NA,238
"ACACA",4.84337842884264e-05,NA,NA,239
"BACE1",8.52952600430834e-05,NA,NA,240
"CYP2C9",5.56338081605379e-05,NA,NA,241
"TYR",5.85059584152781e-05,NA,NA,242
"RYR2",7.43591070004879e-05,NA,NA,243
"ACE2",4.28639055607416e-05,NA,NA,244
"SYP",4.05056094484602e-05,NA,NA,245
"FOXM1",4.56473397145718e-05,NA,NA,246
"RXRA",4.69340855130396e-05,NA,NA,247
"YWHAE",5.27209089691283e-05,NA,NA,248
"NCF1",1.9073420110427e-05,NA,NA,249
"ATF6",3.94325028519882e-05,NA,NA,250
"MAPK9",2.50741756256945e-05,NA,NA,251
"RAC1",3.00029977275962e-05,NA,NA,252
"CYP7A1",4.35031253905871e-05,NA,NA,253
"PROM1",8.72252997797807e-05,NA,NA,254
"RXRA",4.69340855130396e-05,NA,NA,255
"LPL",4.9933453493356e-05,NA,NA,256
"ACACA",4.84337842884264e-05,NA,NA,257
"SIRT3",3.21461998868955e-05,NA,NA,258
"PARK7",0.000125159278041354,NA,NA,259
"CYP2C19",9.85727649382984e-06,NA,NA,260
"TYR",5.85059584152781e-05,NA,NA,261
"PTK2B",4.84330888517182e-05,NA,NA,262
"NCF1",1.9073420110427e-05,NA,NA,263
"ATF6",3.94325028519882e-05,NA,NA,264
"RYR2",7.43591070004879e-05,NA,NA,265
"XDH",3.45048671577253e-05,NA,NA,266
"PTK2B",4.84330888517182e-05,NA,NA,267
"PTK2B",4.84330888517182e-05,NA,NA,268
"CDH5",5.15640074961743e-05,NA,NA,269
"RYR2",7.43591070004879e-05,NA,NA,270
"NOS1",3.27904871741946e-05,NA,NA,271
"XDH",3.45048671577253e-05,NA,NA,272
"PTK2B",4.84330888517182e-05,NA,NA,273
"SLC6A4",3.79320118625293e-05,NA,NA,274
"F2",4.26464510216995e-05,NA,NA,275
"RXRA",4.69340855130396e-05,NA,NA,276
"OPRM1",3.64324847984543e-05,NA,NA,277
"PROM1",8.72252997797807e-05,NA,NA,278
"ACACA",4.84337842884264e-05,NA,NA,279
"CYP7A1",4.35031253905871e-05,NA,NA,280
"RXRA",4.69340855130396e-05,NA,NA,281
"RYR2",7.43591070004879e-05,NA,NA,282
"GDNF",4.43617653551609e-05,NA,NA,283
"SCD",4.52177280759747e-05,NA,NA,284
"ADRB2",5.20800805603461e-05,NA,NA,285
"NR1I2",1.90731135452094e-05,NA,NA,286
"GRIN1",3.40734457203729e-05,NA,NA,287
"NR1I2",1.90731135452094e-05,NA,NA,288
"HDAC4",5.44348967649322e-05,NA,NA,289
"CYP7A1",4.35031253905871e-05,NA,NA,290
"AFP",3.85757209503401e-05,NA,NA,291
"CYP2D6",7.21328416918299e-05,NA,NA,292
"PTK2B",4.84330888517182e-05,NA,NA,293
"CYP2D6",7.21328416918299e-05,NA,NA,294
"MAP1LC3B",7.2780883846546e-05,NA,NA,295
"CYP2D6",7.21328416918299e-05,NA,NA,296
"CYP2D6",7.21328416918299e-05,NA,NA,297
"DPP4",3.42910215563874e-05,NA,NA,298
"OPRM1",3.64324847984543e-05,NA,NA,299
"ACACA",4.84337842884264e-05,NA,NA,300
"NOS1",3.27904871741946e-05,NA,NA,301
"SIRT3",3.21461998868955e-05,NA,NA,302
"F2",4.26464510216995e-05,NA,NA,303
"RAC1",3.00029977275962e-05,NA,NA,304
"ACACA",4.84337842884264e-05,NA,NA,305
"NR1I2",1.90731135452094e-05,NA,NA,306
"BACE1",8.52952600430834e-05,NA,NA,307
"SLC6A4",3.79320118625293e-05,NA,NA,308
"DPP4",3.42910215563874e-05,NA,NA,309
"TFAM",5.78635194188326e-05,NA,NA,310
"PROM1",8.72252997797807e-05,NA,NA,311
"DPP4",3.42910215563874e-05,NA,NA,312
"GDNF",4.43617653551609e-05,NA,NA,313
"GRIN1",3.40734457203729e-05,NA,NA,314
"UGT1A1",4.9502686584324e-05,NA,NA,315
"NPPA",6.87940324639591e-05,NA,NA,316
"DPP4",3.42910215563874e-05,NA,NA,317
"TYR",5.85059584152781e-05,NA,NA,318
"NOS1",3.27904871741946e-05,NA,NA,319
"NOS2",3.943477620727e-05,NA,NA,320
"TFAM",5.78635194188326e-05,NA,NA,321
"PTGS1",0.00013715127039482,NA,NA,322
"PRDX1",3.34313815749665e-05,NA,NA,323
"ACACA",4.84337842884264e-05,NA,NA,324
"HDAC4",5.44348967649322e-05,NA,NA,325
"SIRT3",3.21461998868955e-05,NA,NA,326
"YWHAE",5.27209089691283e-05,NA,NA,327
"MAP1LC3B",7.2780883846546e-05,NA,NA,328
"NOS2",3.943477620727e-05,NA,NA,329
"LPL",4.9933453493356e-05,NA,NA,330
"PROM1",8.72252997797807e-05,NA,NA,331
"PRKCB",3.04319119845964e-05,NA,NA,332
"CYP2D6",7.21328416918299e-05,NA,NA,333
"AFP",3.85757209503401e-05,NA,NA,334
"PROM1",8.72252997797807e-05,NA,NA,335
"NOS2",3.943477620727e-05,NA,NA,336
"MAPK9",2.50741756256945e-05,NA,NA,337
"ACACA",4.84337842884264e-05,NA,NA,338
"CDH5",5.15640074961743e-05,NA,NA,339
"ADRB2",5.20800805603461e-05,NA,NA,340
"MAPK9",2.50741756256945e-05,NA,NA,341
"DRD1",3.51444557140645e-05,NA,NA,342
"PRKCB",3.04319119845964e-05,NA,NA,343
"PTGS1",0.00013715127039482,NA,NA,344
"DPP4",3.42910215563874e-05,NA,NA,345
"HTR2A",5.55034523141984e-05,NA,NA,346
"PTK2B",4.84330888517182e-05,NA,NA,347
"MAPK9",2.50741756256945e-05,NA,NA,348
"DRD1",3.51444557140645e-05,NA,NA,349
"PRKCB",3.04319119845964e-05,NA,NA,350
"NCF1",1.9073420110427e-05,NA,NA,351
"XDH",3.45048671577253e-05,NA,NA,352
"PARK7",0.000125159278041354,NA,NA,353
"HDAC4",5.44348967649322e-05,NA,NA,354
"CYP2D6",7.21328416918299e-05,NA,NA,355
"FOXM1",4.56473397145718e-05,NA,NA,356
"XDH",3.45048671577253e-05,NA,NA,357
"CDH5",5.15640074961743e-05,NA,NA,358
"CYP7A1",4.35031253905871e-05,NA,NA,359
"PRDX1",3.34313815749665e-05,NA,NA,360
"ACE2",4.28639055607416e-05,NA,NA,361
"DPP4",3.42910215563874e-05,NA,NA,362
"PRDX1",3.34313815749665e-05,NA,NA,363
"PROM1",8.72252997797807e-05,NA,NA,364
"SLC6A3",3.24894408255672e-05,NA,NA,365
"SLC6A4",3.79320118625293e-05,NA,NA,366
"SIRT3",3.21461998868955e-05,NA,NA,367
"ADRB2",5.20800805603461e-05,NA,NA,368
"PARK7",0.000125159278041354,NA,NA,369
"DRD1",3.51444557140645e-05,NA,NA,370
"AFP",3.85757209503401e-05,NA,NA,371
"PTGS1",0.00013715127039482,NA,NA,372
"SYP",4.05056094484602e-05,NA,NA,373
"MAPK9",2.50741756256945e-05,NA,NA,374
"NOS1",3.27904871741946e-05,NA,NA,375
"LPL",4.9933453493356e-05,NA,NA,376
"XDH",3.45048671577253e-05,NA,NA,377
"NCF1",1.9073420110427e-05,NA,NA,378
"DRD1",3.51444557140645e-05,NA,NA,379
"NOS2",3.943477620727e-05,NA,NA,380
"CYP7A1",4.35031253905871e-05,NA,NA,381
"CYP2C19",9.85727649382984e-06,NA,NA,382
"GRIN1",3.40734457203729e-05,NA,NA,383
"NPPA",6.87940324639591e-05,NA,NA,384
"CACNA1D",2.73431282318271e-05,NA,NA,385
"HTR2A",5.55034523141984e-05,NA,NA,386
"RYR2",7.43591070004879e-05,NA,NA,387
"PTK2B",4.84330888517182e-05,NA,NA,388
"BGLAP",4.75758252550529e-05,NA,NA,389
"NR1I2",1.90731135452094e-05,NA,NA,390
"PTGS1",0.00013715127039482,NA,NA,391
"XDH",3.45048671577253e-05,NA,NA,392
"ATF6",3.94325028519882e-05,NA,NA,393
"XDH",3.45048671577253e-05,NA,NA,394
"ATF6",3.94325028519882e-05,NA,NA,395
"TFAM",5.78635194188326e-05,NA,NA,396
"MAP1LC3B",7.2780883846546e-05,NA,NA,397
"NR1I2",1.90731135452094e-05,NA,NA,398
"PTGS1",0.00013715127039482,NA,NA,399
"CYP2C19",9.85727649382984e-06,NA,NA,400
"NPPA",6.87940324639591e-05,NA,NA,401
"PRKCB",3.04319119845964e-05,NA,NA,402
"F2",4.26464510216995e-05,NA,NA,403
"UGT1A1",4.9502686584324e-05,NA,NA,404
"AFP",3.85757209503401e-05,NA,NA,405
"CYP7A1",4.35031253905871e-05,NA,NA,406
"MAP1LC3B",7.2780883846546e-05,NA,NA,407
"CYP2C9",5.56338081605379e-05,NA,NA,408
"CACNA1D",2.73431282318271e-05,NA,NA,409
"PARK7",0.000125159278041354,NA,NA,410
"RAC1",3.00029977275962e-05,NA,NA,411
"ATF6",3.94325028519882e-05,NA,NA,412
"FOXM1",4.56473397145718e-05,NA,NA,413
"PTGS1",0.00013715127039482,NA,NA,414
"ACACA",4.84337842884264e-05,NA,NA,415
"YWHAE",5.27209089691283e-05,NA,NA,416
"ATF6",3.94325028519882e-05,NA,NA,417
"SIRT3",3.21461998868955e-05,NA,NA,418
"SLC6A3",3.24894408255672e-05,NA,NA,419
"NOS2",3.943477620727e-05,NA,NA,420
"OPRM1",3.64324847984543e-05,NA,NA,421
"TYR",5.85059584152781e-05,NA,NA,422
"XDH",3.45048671577253e-05,NA,NA,423
"ACE2",4.28639055607416e-05,NA,NA,424
"LPL",4.9933453493356e-05,NA,NA,425
"XDH",3.45048671577253e-05,NA,NA,426
"LPL",4.9933453493356e-05,NA,NA,427
"AFP",3.85757209503401e-05,NA,NA,428
"SIRT3",3.21461998868955e-05,NA,NA,429
"GRIN1",3.40734457203729e-05,NA,NA,430
"PRDX1",3.34313815749665e-05,NA,NA,431
"GRIN1",3.40734457203729e-05,NA,NA,432
"RAC1",3.00029977275962e-05,NA,NA,433
"PTK2B",4.84330888517182e-05,NA,NA,434
"PTK2B",4.84330888517182e-05,NA,NA,435
"CACNA1D",2.73431282318271e-05,NA,NA,436
"PARK7",0.000125159278041354,NA,NA,437
"PRKCB",3.04319119845964e-05,NA,NA,438
"MAP1LC3B",7.2780883846546e-05,NA,NA,439
"NPPA",6.87940324639591e-05,NA,NA,440
"MAP1LC3B",7.2780883846546e-05,NA,NA,441
"SIRT3",3.21461998868955e-05,NA,NA,442
"CYP2C9",5.56338081605379e-05,NA,NA,443
"BACE1",8.52952600430834e-05,NA,NA,444
"ATF6",3.94325028519882e-05,NA,NA,445
"CACNA1D",2.73431282318271e-05,NA,NA,446
"CYP7A1",4.35031253905871e-05,NA,NA,447
"CYP7A1",4.35031253905871e-05,NA,NA,448
"NR1I2",1.90731135452094e-05,NA,NA,449
"FURIN",7.59490133551699e-05,NA,NA,450
"SYP",4.05056094484602e-05,NA,NA,451
"ATF6",3.94325028519882e-05,NA,NA,452
"RXRA",4.69340855130396e-05,NA,NA,453
"CDH5",5.15640074961743e-05,NA,NA,454
"SIRT3",3.21461998868955e-05,NA,NA,455
"CYP2C9",5.56338081605379e-05,NA,NA,456
"RYR2",7.43591070004879e-05,NA,NA,457
"DRD1",3.51444557140645e-05,NA,NA,458
"GRIN1",3.40734457203729e-05,NA,NA,459
"RXRA",4.69340855130396e-05,NA,NA,460
"LPL",4.9933453493356e-05,NA,NA,461
"FURIN",7.59490133551699e-05,NA,NA,462
"PARK7",0.000125159278041354,NA,NA,463
"FURIN",7.59490133551699e-05,NA,NA,464
"ACE2",4.28639055607416e-05,NA,NA,465
"LPL",4.9933453493356e-05,NA,NA,466
"CACNA1D",2.73431282318271e-05,NA,NA,467
"NPPA",6.87940324639591e-05,NA,NA,468
"TYR",5.85059584152781e-05,NA,NA,469
"NOS2",3.943477620727e-05,NA,NA,470
"PTGS1",0.00013715127039482,NA,NA,471
"BACE1",8.52952600430834e-05,NA,NA,472
"RXRA",4.69340855130396e-05,NA,NA,473
"SIRT3",3.21461998868955e-05,NA,NA,474
"RXRA",4.69340855130396e-05,NA,NA,475
"UGT1A1",4.9502686584324e-05,NA,NA,476
"SCD",4.52177280759747e-05,NA,NA,477
"F2",4.26464510216995e-05,NA,NA,478
"BACE1",8.52952600430834e-05,NA,NA,479
"NR1I2",1.90731135452094e-05,NA,NA,480
"SYP",4.05056094484602e-05,NA,NA,481
"PTK2B",4.84330888517182e-05,NA,NA,482
"ACE2",4.28639055607416e-05,NA,NA,483
"FURIN",7.59490133551699e-05,NA,NA,484
"DPP4",3.42910215563874e-05,NA,NA,485
"CYP2D6",7.21328416918299e-05,NA,NA,486
"F2",4.26464510216995e-05,NA,NA,487
"NOS2",3.943477620727e-05,NA,NA,488
"TFAM",5.78635194188326e-05,NA,NA,489
"NR1I2",1.90731135452094e-05,NA,NA,490
"RAC1",3.00029977275962e-05,NA,NA,491
"CYP2C19",9.85727649382984e-06,NA,NA,492
"RXRA",4.69340855130396e-05,NA,NA,493
"SLC6A3",3.24894408255672e-05,NA,NA,494
"F2",4.26464510216995e-05,NA,NA,495
"SLC6A4",3.79320118625293e-05,NA,NA,496
"XDH",3.45048671577253e-05,NA,NA,497
"SLC6A4",3.79320118625293e-05,NA,NA,498
"RYR2",7.43591070004879e-05,NA,NA,499
"ACACA",4.84337842884264e-05,NA,NA,500
"RAC1",3.00029977275962e-05,NA,NA,501
"ACACA",4.84337842884264e-05,NA,NA,502
"BGLAP",4.75758252550529e-05,NA,NA,503
"FURIN",7.59490133551699e-05,NA,NA,504
"SIRT3",3.21461998868955e-05,NA,NA,505
"ATF6",3.94325028519882e-05,NA,NA,506
"PRDX1",3.34313815749665e-05,NA,NA,507
"NOS1",3.27904871741946e-05,NA,NA,508
"SCD",4.52177280759747e-05,NA,NA,509
"NR1I2",1.90731135452094e-05,NA,NA,510
"HTR2A",5.55034523141984e-05,NA,NA,511
"NR1I2",1.90731135452094e-05,NA,NA,512
"SLC6A4",3.79320118625293e-05,NA,NA,513
"DRD1",3.51444557140645e-05,NA,NA,514
"BGLAP",4.75758252550529e-05,NA,NA,515
"SYP",4.05056094484602e-05,NA,NA,516
"PROM1",8.72252997797807e-05,NA,NA,517
"SIRT3",3.21461998868955e-05,NA,NA,518
"PTGS1",0.00013715127039482,NA,NA,519
"CYP2C19",9.85727649382984e-06,NA,NA,520
"DRD1",3.51444557140645e-05,NA,NA,521
"NCF1",1.9073420110427e-05,NA,NA,522
"PTGS1",0.00013715127039482,NA,NA,523
"SIRT3",3.21461998868955e-05,NA,NA,524
"HDAC4",5.44348967649322e-05,NA,NA,525
"ACACA",4.84337842884264e-05,NA,NA,526
"RYR2",7.43591070004879e-05,NA,NA,527
"ADRB2",5.20800805603461e-05,NA,NA,528
"BGLAP",4.75758252550529e-05,NA,NA,529
"MAPK9",2.50741756256945e-05,NA,NA,530
"ATF6",3.94325028519882e-05,NA,NA,531
"NR1I2",1.90731135452094e-05,NA,NA,532
"LPL",4.9933453493356e-05,NA,NA,533
"FURIN",7.59490133551699e-05,NA,NA,534
"CYP2C19",9.85727649382984e-06,NA,NA,535
"PROM1",8.72252997797807e-05,NA,NA,536
"OPRM1",3.64324847984543e-05,NA,NA,537
"NOS1",3.27904871741946e-05,NA,NA,538
"RXRA",4.69340855130396e-05,NA,NA,539
"NOS1",3.27904871741946e-05,NA,NA,540
"HTR2A",5.55034523141984e-05,NA,NA,541
"HDAC4",5.44348967649322e-05,NA,NA,542
"CACNA1D",2.73431282318271e-05,NA,NA,543
"DRD1",3.51444557140645e-05,NA,NA,544
"XDH",3.45048671577253e-05,NA,NA,545
"PRKCB",3.04319119845964e-05,NA,NA,546
"HDAC4",5.44348967649322e-05,NA,NA,547
"ATF6",3.94325028519882e-05,NA,NA,548
