"sampled_set","D_E","Syn_Bliss","Syn_add","iteration"
"HDAC2",1.05017018764419e-05,NA,NA,118
"POU5F1",2.91482304103363e-05,NA,NA,119
"VIM",2.89333222802668e-05,NA,NA,120
"SIRT3",3.21461998868955e-05,NA,NA,121
"PRKDC",4.75736434669694e-05,NA,NA,122
"DPP4",3.42910215563874e-05,NA,NA,123
"NTRK1",2.82901412894665e-05,NA,NA,124
"DPP4",3.42910215563874e-05,NA,NA,125
"HDAC6",2.03595609902241e-05,NA,NA,126
"F2",4.26464510216995e-05,NA,NA,127
"CYP7A1",4.35031253905871e-05,NA,NA,128
"DNMT1",1.58598727937331e-05,NA,NA,129
"NOS2",3.943477620727e-05,NA,NA,130
"NOX4",2.03601980525159e-05,NA,NA,131
"HDAC4",5.44348967649322e-05,NA,NA,132
"CD163",3.10749728952286e-05,NA,NA,133
"CRH",2.57165961677908e-05,NA,NA,134
"F2",4.26464510216995e-05,NA,NA,135
"NLRP3",2.97902228266755e-05,NA,NA,136
"CD163",3.10749728952286e-05,NA,NA,137
"HDAC6",2.03595609902241e-05,NA,NA,138
"NCF1",1.9073420110427e-05,NA,NA,139
"F2",4.26464510216995e-05,NA,NA,140
"SIRT3",3.21461998868955e-05,NA,NA,141
"BMP4",2.55032421910828e-05,NA,NA,142
"CDH5",5.15640074961743e-05,NA,NA,143
"SREBF2",8.35780240748818e-06,NA,NA,144
"PTK2B",4.84330888517182e-05,NA,NA,145
"DDIT3",2.10017698503151e-05,NA,NA,146
"HDAC2",1.05017018764419e-05,NA,NA,147
"PTK2B",4.84330888517182e-05,NA,NA,148
"SOX9",2.97905867492343e-05,NA,NA,149
"VTN",9.42953984350847e-06,NA,NA,150
"POU5F1",2.91482304103363e-05,NA,NA,151
"NCF1",1.9073420110427e-05,NA,NA,152
"F2",4.26464510216995e-05,NA,NA,153
"FOXM1",4.56473397145718e-05,NA,NA,154
"POU5F1",2.91482304103363e-05,NA,NA,155
"VTN",9.42953984350847e-06,NA,NA,156
"GDNF",4.43617653551609e-05,NA,NA,157
"HDAC6",2.03595609902241e-05,NA,NA,158
"NOS2",3.943477620727e-05,NA,NA,159
"GDNF",4.43617653551609e-05,NA,NA,160
"DPP4",3.42910215563874e-05,NA,NA,161
"HDAC4",5.44348967649322e-05,NA,NA,162
"BMP4",2.55032421910828e-05,NA,NA,163
"PTK2",1.71454740317545e-05,NA,NA,164
"RXRA",4.69340855130396e-05,NA,NA,165
"POU5F1",2.91482304103363e-05,NA,NA,166
"THBS1",3.25770080857879e-05,NA,NA,167
"DPP4",3.42910215563874e-05,NA,NA,168
"HDAC2",1.05017018764419e-05,NA,NA,169
"HDAC4",5.44348967649322e-05,NA,NA,170
"SOX9",2.97905867492343e-05,NA,NA,171
"DDIT3",2.10017698503151e-05,NA,NA,172
"BMP4",2.55032421910828e-05,NA,NA,173
"SIRT3",3.21461998868955e-05,NA,NA,174
"ACE2",4.28639055607416e-05,NA,NA,175
"NOS2",3.943477620727e-05,NA,NA,176
"BMP4",2.55032421910828e-05,NA,NA,177
"GDNF",4.43617653551609e-05,NA,NA,178
"CCNB1",3.42911317940953e-06,NA,NA,179
"XBP1",1.7144786912171e-05,NA,NA,180
"INSR",2.89317101048736e-05,NA,NA,181
"NTRK1",2.82901412894665e-05,NA,NA,182
"MAPK9",2.50741756256945e-05,NA,NA,183
"PTK2",1.71454740317545e-05,NA,NA,184
"HDAC4",5.44348967649322e-05,NA,NA,185
"NTRK1",2.82901412894665e-05,NA,NA,186
"NOS1",3.27904871741946e-05,NA,NA,187
"DPP4",3.42910215563874e-05,NA,NA,188
"AFP",3.85757209503401e-05,NA,NA,189
"BGLAP",4.75758252550529e-05,NA,NA,190
"NCF1",1.9073420110427e-05,NA,NA,191
"AFP",3.85757209503401e-05,NA,NA,192
"RAC1",3.00029977275962e-05,NA,NA,193
"GDNF",4.43617653551609e-05,NA,NA,194
"POU5F1",2.91482304103363e-05,NA,NA,195
"ACE2",4.28639055607416e-05,NA,NA,196
"NOS1",3.27904871741946e-05,NA,NA,197
"FABP4",2.27164775307154e-05,NA,NA,198
"CDH5",5.15640074961743e-05,NA,NA,199
"POU5F1",2.91482304103363e-05,NA,NA,200
"NOS2",3.943477620727e-05,NA,NA,201
"HDAC4",5.44348967649322e-05,NA,NA,202
"NOS2",3.943477620727e-05,NA,NA,203
"PTK2",1.71454740317545e-05,NA,NA,204
"MAPK9",2.50741756256945e-05,NA,NA,205
"RXRA",4.69340855130396e-05,NA,NA,206
"PTK2",1.71454740317545e-05,NA,NA,207
"AURKA",2.29303465671959e-05,NA,NA,208
"INSR",2.89317101048736e-05,NA,NA,209
"HDAC4",5.44348967649322e-05,NA,NA,210
"NOS2",3.943477620727e-05,NA,NA,211
"NOS1",3.27904871741946e-05,NA,NA,212
"SREBF2",8.35780240748818e-06,NA,NA,213
"DPP4",3.42910215563874e-05,NA,NA,214
"NTRK1",2.82901412894665e-05,NA,NA,215
"SREBF2",8.35780240748818e-06,NA,NA,216
"TOP2A",3.90027101331292e-05,NA,NA,217
"VIM",2.89333222802668e-05,NA,NA,218
"CDH5",5.15640074961743e-05,NA,NA,219
"C3",4.07174901805307e-05,NA,NA,220
"DNMT1",1.58598727937331e-05,NA,NA,221
"AFP",3.85757209503401e-05,NA,NA,222
"BMP4",2.55032421910828e-05,NA,NA,223
"HDAC2",1.05017018764419e-05,NA,NA,224
"CRH",2.57165961677908e-05,NA,NA,225
"CDH5",5.15640074961743e-05,NA,NA,226
"NOX4",2.03601980525159e-05,NA,NA,227
"DPP4",3.42910215563874e-05,NA,NA,228
"RAC1",3.00029977275962e-05,NA,NA,229
"NLRP3",2.97902228266755e-05,NA,NA,230
"ATF6",3.94325028519882e-05,NA,NA,231
"CYP7A1",4.35031253905871e-05,NA,NA,232
"DDIT3",2.10017698503151e-05,NA,NA,233
"LYN",2.9576202592474e-05,NA,NA,234
"BMP4",2.55032421910828e-05,NA,NA,235
"MAP3K5",2.76464488140338e-05,NA,NA,236
"LYN",2.9576202592474e-05,NA,NA,237
"PTK2",1.71454740317545e-05,NA,NA,238
"HDAC6",2.03595609902241e-05,NA,NA,239
"ATF6",3.94325028519882e-05,NA,NA,240
"NOX4",2.03601980525159e-05,NA,NA,241
"PTK2",1.71454740317545e-05,NA,NA,242
"AURKA",2.29303465671959e-05,NA,NA,243
"HDAC3",2.55026901712085e-05,NA,NA,244
"BMP4",2.55032421910828e-05,NA,NA,245
"SOX9",2.97905867492343e-05,NA,NA,246
"MAP3K5",2.76464488140338e-05,NA,NA,247
"THBS1",3.25770080857879e-05,NA,NA,248
"DDIT3",2.10017698503151e-05,NA,NA,249
"NLRP3",2.97902228266755e-05,NA,NA,250
"C3",4.07174901805307e-05,NA,NA,251
"SOX9",2.97905867492343e-05,NA,NA,252
"NOS2",3.943477620727e-05,NA,NA,253
"POU5F1",2.91482304103363e-05,NA,NA,254
"AFP",3.85757209503401e-05,NA,NA,255
"GDNF",4.43617653551609e-05,NA,NA,256
"HDAC6",2.03595609902241e-05,NA,NA,257
"DPP4",3.42910215563874e-05,NA,NA,258
"NOS1",3.27904871741946e-05,NA,NA,259
"HDAC3",2.55026901712085e-05,NA,NA,260
"MAP3K5",2.76464488140338e-05,NA,NA,261
"AFP",3.85757209503401e-05,NA,NA,262
"CD163",3.10749728952286e-05,NA,NA,263
"HDAC4",5.44348967649322e-05,NA,NA,264
"INSR",2.89317101048736e-05,NA,NA,265
"INSR",2.89317101048736e-05,NA,NA,266
"RXRA",4.69340855130396e-05,NA,NA,267
"SYP",4.05056094484602e-05,NA,NA,268
"CD163",3.10749728952286e-05,NA,NA,269
"MAP3K5",2.76464488140338e-05,NA,NA,270
"CYP7A1",4.35031253905871e-05,NA,NA,271
"SYP",4.05056094484602e-05,NA,NA,272
"PRKCB",3.04319119845964e-05,NA,NA,273
"VTN",9.42953984350847e-06,NA,NA,274
"NOS2",3.943477620727e-05,NA,NA,275
"PTK2B",4.84330888517182e-05,NA,NA,276
"DPP4",3.42910215563874e-05,NA,NA,277
"CCNA2",1.17875613968588e-05,NA,NA,278
"LYN",2.9576202592474e-05,NA,NA,279
"DDIT3",2.10017698503151e-05,NA,NA,280
"PTK2B",4.84330888517182e-05,NA,NA,281
"NCF1",1.9073420110427e-05,NA,NA,282
"CDH5",5.15640074961743e-05,NA,NA,283
"HDAC3",2.55026901712085e-05,NA,NA,284
"DPP4",3.42910215563874e-05,NA,NA,285
"PRKDC",4.75736434669694e-05,NA,NA,286
"NOX4",2.03601980525159e-05,NA,NA,287
"MAPK9",2.50741756256945e-05,NA,NA,288
"XBP1",1.7144786912171e-05,NA,NA,289
"VIM",2.89333222802668e-05,NA,NA,290
"RAC1",3.00029977275962e-05,NA,NA,291
"RXRA",4.69340855130396e-05,NA,NA,292
"HDAC2",1.05017018764419e-05,NA,NA,293
"XBP1",1.7144786912171e-05,NA,NA,294
"ATF6",3.94325028519882e-05,NA,NA,295
"PTK2B",4.84330888517182e-05,NA,NA,296
"SIRT3",3.21461998868955e-05,NA,NA,297
"NTRK1",2.82901412894665e-05,NA,NA,298
"DPP4",3.42910215563874e-05,NA,NA,299
"AURKA",2.29303465671959e-05,NA,NA,300
"THBS1",3.25770080857879e-05,NA,NA,301
"LYN",2.9576202592474e-05,NA,NA,302
"AURKA",2.29303465671959e-05,NA,NA,303
"HDAC3",2.55026901712085e-05,NA,NA,304
"DPP4",3.42910215563874e-05,NA,NA,305
"HDAC3",2.55026901712085e-05,NA,NA,306
"LYN",2.9576202592474e-05,NA,NA,307
"PTK2B",4.84330888517182e-05,NA,NA,308
"F2",4.26464510216995e-05,NA,NA,309
"RAC1",3.00029977275962e-05,NA,NA,310
"AFP",3.85757209503401e-05,NA,NA,311
"FOXM1",4.56473397145718e-05,NA,NA,312
"GDNF",4.43617653551609e-05,NA,NA,313
"SOX9",2.97905867492343e-05,NA,NA,314
"CCNA2",1.17875613968588e-05,NA,NA,315
"DDIT3",2.10017698503151e-05,NA,NA,316
"PTK2B",4.84330888517182e-05,NA,NA,317
"NCF1",1.9073420110427e-05,NA,NA,318
"POU5F1",2.91482304103363e-05,NA,NA,319
"VIM",2.89333222802668e-05,NA,NA,320
"FOXM1",4.56473397145718e-05,NA,NA,321
"HDAC3",2.55026901712085e-05,NA,NA,322
"CCNB1",3.42911317940953e-06,NA,NA,323
"F2",4.26464510216995e-05,NA,NA,324
"CCNA2",1.17875613968588e-05,NA,NA,325
"SYP",4.05056094484602e-05,NA,NA,326
"CRH",2.57165961677908e-05,NA,NA,327
"BGLAP",4.75758252550529e-05,NA,NA,328
"SYP",4.05056094484602e-05,NA,NA,329
"MAP3K5",2.76464488140338e-05,NA,NA,330
"SREBF2",8.35780240748818e-06,NA,NA,331
"RAC1",3.00029977275962e-05,NA,NA,332
"AFP",3.85757209503401e-05,NA,NA,333
"RXRA",4.69340855130396e-05,NA,NA,334
"SYP",4.05056094484602e-05,NA,NA,335
"CCNA2",1.17875613968588e-05,NA,NA,336
"VTN",9.42953984350847e-06,NA,NA,337
"NLRP3",2.97902228266755e-05,NA,NA,338
"THBS1",3.25770080857879e-05,NA,NA,339
"CD163",3.10749728952286e-05,NA,NA,340
"TOP2A",3.90027101331292e-05,NA,NA,341
"HDAC3",2.55026901712085e-05,NA,NA,342
"SIRT3",3.21461998868955e-05,NA,NA,343
"DDIT3",2.10017698503151e-05,NA,NA,344
"CDH5",5.15640074961743e-05,NA,NA,345
"PTK2",1.71454740317545e-05,NA,NA,346
"SREBF2",8.35780240748818e-06,NA,NA,347
"POU5F1",2.91482304103363e-05,NA,NA,348
"HDAC2",1.05017018764419e-05,NA,NA,349
"NTRK1",2.82901412894665e-05,NA,NA,350
"BMP4",2.55032421910828e-05,NA,NA,351
"BMP4",2.55032421910828e-05,NA,NA,352
"CCNA2",1.17875613968588e-05,NA,NA,353
"VTN",9.42953984350847e-06,NA,NA,354
"VTN",9.42953984350847e-06,NA,NA,355
"MAPK9",2.50741756256945e-05,NA,NA,356
"PRKCB",3.04319119845964e-05,NA,NA,357
"SYP",4.05056094484602e-05,NA,NA,358
"CRH",2.57165961677908e-05,NA,NA,359
"SYP",4.05056094484602e-05,NA,NA,360
"GDNF",4.43617653551609e-05,NA,NA,361
"CCNA2",1.17875613968588e-05,NA,NA,362
"CRH",2.57165961677908e-05,NA,NA,363
"FOXM1",4.56473397145718e-05,NA,NA,364
"MAP3K5",2.76464488140338e-05,NA,NA,365
"BMP4",2.55032421910828e-05,NA,NA,366
"SREBF2",8.35780240748818e-06,NA,NA,367
"DNMT1",1.58598727937331e-05,NA,NA,368
"HDAC2",1.05017018764419e-05,NA,NA,369
"PTK2",1.71454740317545e-05,NA,NA,370
"BGLAP",4.75758252550529e-05,NA,NA,371
"NOX4",2.03601980525159e-05,NA,NA,372
"CD163",3.10749728952286e-05,NA,NA,373
"TOP2A",3.90027101331292e-05,NA,NA,374
"ACE2",4.28639055607416e-05,NA,NA,375
"FOXM1",4.56473397145718e-05,NA,NA,376
"ATF6",3.94325028519882e-05,NA,NA,377
"CYP7A1",4.35031253905871e-05,NA,NA,378
"ATF6",3.94325028519882e-05,NA,NA,379
"MAPK9",2.50741756256945e-05,NA,NA,380
"PTK2",1.71454740317545e-05,NA,NA,381
"RAC1",3.00029977275962e-05,NA,NA,382
"VTN",9.42953984350847e-06,NA,NA,383
"AFP",3.85757209503401e-05,NA,NA,384
"CYP7A1",4.35031253905871e-05,NA,NA,385
"SYP",4.05056094484602e-05,NA,NA,386
"GDNF",4.43617653551609e-05,NA,NA,387
"C3",4.07174901805307e-05,NA,NA,388
"MAP3K5",2.76464488140338e-05,NA,NA,389
"POU5F1",2.91482304103363e-05,NA,NA,390
"DPP4",3.42910215563874e-05,NA,NA,391
"PTK2B",4.84330888517182e-05,NA,NA,392
"ACE2",4.28639055607416e-05,NA,NA,393
"PRKCB",3.04319119845964e-05,NA,NA,394
"TOP2A",3.90027101331292e-05,NA,NA,395
"CYP7A1",4.35031253905871e-05,NA,NA,396
"HDAC2",1.05017018764419e-05,NA,NA,397
"RAC1",3.00029977275962e-05,NA,NA,398
"CYP7A1",4.35031253905871e-05,NA,NA,399
"XBP1",1.7144786912171e-05,NA,NA,400
"NOS2",3.943477620727e-05,NA,NA,401
"SIRT3",3.21461998868955e-05,NA,NA,402
"TOP2A",3.90027101331292e-05,NA,NA,403
"CCNA2",1.17875613968588e-05,NA,NA,404
"BMP4",2.55032421910828e-05,NA,NA,405
"PTK2B",4.84330888517182e-05,NA,NA,406
"XBP1",1.7144786912171e-05,NA,NA,407
"NTRK1",2.82901412894665e-05,NA,NA,408
"FOXM1",4.56473397145718e-05,NA,NA,409
"THBS1",3.25770080857879e-05,NA,NA,410
"F2",4.26464510216995e-05,NA,NA,411
"FOXM1",4.56473397145718e-05,NA,NA,412
"CCNB1",3.42911317940953e-06,NA,NA,413
"DNMT1",1.58598727937331e-05,NA,NA,414
"NLRP3",2.97902228266755e-05,NA,NA,415
"DNMT1",1.58598727937331e-05,NA,NA,416
"PRKCB",3.04319119845964e-05,NA,NA,417
"SIRT3",3.21461998868955e-05,NA,NA,418
"HDAC2",1.05017018764419e-05,NA,NA,419
"FOXM1",4.56473397145718e-05,NA,NA,420
"PTK2",1.71454740317545e-05,NA,NA,421
"LYN",2.9576202592474e-05,NA,NA,422
"TOP2A",3.90027101331292e-05,NA,NA,423
"CD163",3.10749728952286e-05,NA,NA,424
"NLRP3",2.97902228266755e-05,NA,NA,425
"MAPK9",2.50741756256945e-05,NA,NA,426
"CRH",2.57165961677908e-05,NA,NA,427
"SYP",4.05056094484602e-05,NA,NA,428
"GDNF",4.43617653551609e-05,NA,NA,429
"THBS1",3.25770080857879e-05,NA,NA,430
"PTK2",1.71454740317545e-05,NA,NA,431
"PRKCB",3.04319119845964e-05,NA,NA,432
"MAP3K5",2.76464488140338e-05,NA,NA,433
"BGLAP",4.75758252550529e-05,NA,NA,434
"ATF6",3.94325028519882e-05,NA,NA,435
"NLRP3",2.97902228266755e-05,NA,NA,436
"NOS1",3.27904871741946e-05,NA,NA,437
"HDAC4",5.44348967649322e-05,NA,NA,438
"CCNA2",1.17875613968588e-05,NA,NA,439
"CYP7A1",4.35031253905871e-05,NA,NA,440
"POU5F1",2.91482304103363e-05,NA,NA,441
"DPP4",3.42910215563874e-05,NA,NA,442
"SIRT3",3.21461998868955e-05,NA,NA,443
"F2",4.26464510216995e-05,NA,NA,444
"PRKDC",4.75736434669694e-05,NA,NA,445
"C3",4.07174901805307e-05,NA,NA,446
"FABP4",2.27164775307154e-05,NA,NA,447
"MAPK9",2.50741756256945e-05,NA,NA,448
"BGLAP",4.75758252550529e-05,NA,NA,449
"SYP",4.05056094484602e-05,NA,NA,450
"CCNB1",3.42911317940953e-06,NA,NA,451
"CDH5",5.15640074961743e-05,NA,NA,452
"NTRK1",2.82901412894665e-05,NA,NA,453
"SIRT3",3.21461998868955e-05,NA,NA,454
"CCNB1",3.42911317940953e-06,NA,NA,455
"MAPK9",2.50741756256945e-05,NA,NA,456
"CD163",3.10749728952286e-05,NA,NA,457
"SYP",4.05056094484602e-05,NA,NA,458
"BMP4",2.55032421910828e-05,NA,NA,459
"BMP4",2.55032421910828e-05,NA,NA,460
"NOS1",3.27904871741946e-05,NA,NA,461
"DPP4",3.42910215563874e-05,NA,NA,462
"ACE2",4.28639055607416e-05,NA,NA,463
"BMP4",2.55032421910828e-05,NA,NA,464
"HDAC3",2.55026901712085e-05,NA,NA,465
"NOS2",3.943477620727e-05,NA,NA,466
"BGLAP",4.75758252550529e-05,NA,NA,467
"VIM",2.89333222802668e-05,NA,NA,468
"FABP4",2.27164775307154e-05,NA,NA,469
"PTK2B",4.84330888517182e-05,NA,NA,470
"FABP4",2.27164775307154e-05,NA,NA,471
"NLRP3",2.97902228266755e-05,NA,NA,472
"BGLAP",4.75758252550529e-05,NA,NA,473
"ATF6",3.94325028519882e-05,NA,NA,474
"THBS1",3.25770080857879e-05,NA,NA,475
"TOP2A",3.90027101331292e-05,NA,NA,476
"CCNB1",3.42911317940953e-06,NA,NA,477
"PRKDC",4.75736434669694e-05,NA,NA,478
"DPP4",3.42910215563874e-05,NA,NA,479
"BGLAP",4.75758252550529e-05,NA,NA,480
"FABP4",2.27164775307154e-05,NA,NA,481
"CRH",2.57165961677908e-05,NA,NA,482
"TOP2A",3.90027101331292e-05,NA,NA,483
"INSR",2.89317101048736e-05,NA,NA,484
"SREBF2",8.35780240748818e-06,NA,NA,485
"SIRT3",3.21461998868955e-05,NA,NA,486
"BMP4",2.55032421910828e-05,NA,NA,487
"RXRA",4.69340855130396e-05,NA,NA,488
"PTK2B",4.84330888517182e-05,NA,NA,489
"NOX4",2.03601980525159e-05,NA,NA,490
"RAC1",3.00029977275962e-05,NA,NA,491
"CDH5",5.15640074961743e-05,NA,NA,492
"ATF6",3.94325028519882e-05,NA,NA,493
"HDAC6",2.03595609902241e-05,NA,NA,494
"VIM",2.89333222802668e-05,NA,NA,495
"HDAC3",2.55026901712085e-05,NA,NA,496
"SIRT3",3.21461998868955e-05,NA,NA,497
"RXRA",4.69340855130396e-05,NA,NA,498
"SREBF2",8.35780240748818e-06,NA,NA,499
"HDAC3",2.55026901712085e-05,NA,NA,500
"VIM",2.89333222802668e-05,NA,NA,501
"CCNB1",3.42911317940953e-06,NA,NA,502
"CCNB1",3.42911317940953e-06,NA,NA,503
"NLRP3",2.97902228266755e-05,NA,NA,504
"VIM",2.89333222802668e-05,NA,NA,505
"GDNF",4.43617653551609e-05,NA,NA,506
"RXRA",4.69340855130396e-05,NA,NA,507
"FOXM1",4.56473397145718e-05,NA,NA,508
"PTK2",1.71454740317545e-05,NA,NA,509
"GDNF",4.43617653551609e-05,NA,NA,510
"BMP4",2.55032421910828e-05,NA,NA,511
"CRH",2.57165961677908e-05,NA,NA,512
"PRKCB",3.04319119845964e-05,NA,NA,513
"AURKA",2.29303465671959e-05,NA,NA,514
"NOS1",3.27904871741946e-05,NA,NA,515
"HDAC3",2.55026901712085e-05,NA,NA,516
"HDAC4",5.44348967649322e-05,NA,NA,517
"DPP4",3.42910215563874e-05,NA,NA,518
"NOS2",3.943477620727e-05,NA,NA,519
"VTN",9.42953984350847e-06,NA,NA,520
"NLRP3",2.97902228266755e-05,NA,NA,521
"DNMT1",1.58598727937331e-05,NA,NA,522
"PTK2",1.71454740317545e-05,NA,NA,523
"TOP2A",3.90027101331292e-05,NA,NA,524
"DDIT3",2.10017698503151e-05,NA,NA,525
"FOXM1",4.56473397145718e-05,NA,NA,526
"F2",4.26464510216995e-05,NA,NA,527
"AURKA",2.29303465671959e-05,NA,NA,528
"DNMT1",1.58598727937331e-05,NA,NA,529
"DPP4",3.42910215563874e-05,NA,NA,530
"RAC1",3.00029977275962e-05,NA,NA,531
"SYP",4.05056094484602e-05,NA,NA,532
"MAPK9",2.50741756256945e-05,NA,NA,533
"FOXM1",4.56473397145718e-05,NA,NA,534
"F2",4.26464510216995e-05,NA,NA,535
"RXRA",4.69340855130396e-05,NA,NA,536
"ACE2",4.28639055607416e-05,NA,NA,537
"AURKA",2.29303465671959e-05,NA,NA,538
"AFP",3.85757209503401e-05,NA,NA,539
"INSR",2.89317101048736e-05,NA,NA,540
"CD163",3.10749728952286e-05,NA,NA,541
"NTRK1",2.82901412894665e-05,NA,NA,542
"RXRA",4.69340855130396e-05,NA,NA,543
"POU5F1",2.91482304103363e-05,NA,NA,544
"DNMT1",1.58598727937331e-05,NA,NA,545
"CCNB1",3.42911317940953e-06,NA,NA,546
"DDIT3",2.10017698503151e-05,NA,NA,547
"INSR",2.89317101048736e-05,NA,NA,548
"DPP4",3.42910215563874e-05,NA,NA,549
"BGLAP",4.75758252550529e-05,NA,NA,550
"XBP1",1.7144786912171e-05,NA,NA,551
"HDAC6",2.03595609902241e-05,NA,NA,552
