gene,degree,degree_centrality,betweenness_centrality,component_id,component_size,is_isolate,degree_rank,betweenness_rank,top20pct_degree,top20pct_betweenness,core_by_preregistered_rule
S100A7,4,0.0031007751937984496,0.0014795291690038721,1,1226,False,1024,295,False,False,False
CKB,4,0.0031007751937984496,0.000674230058700852,1,1226,False,1024,478,False,False,False
QPRT,4,0.0031007751937984496,0.0006515998374098659,1,1226,False,1024,488,False,False,False
CHRM2,4,0.0031007751937984496,0.0003505785526173392,1,1226,False,1024,636,False,False,False
BCAT2,4,0.0031007751937984496,0.00032204257574474217,1,1226,False,1024,653,False,False,False
HTR6,4,0.0031007751937984496,0.0003179231424515579,1,1226,False,1024,658,False,False,False
CASR,4,0.0031007751937984496,0.00020322617630087896,1,1226,False,1024,734,False,False,False
KCNH6,4,0.0031007751937984496,0.00018145520254046432,1,1226,False,1024,752,False,False,False
CRMP1,4,0.0031007751937984496,0.000168345724577032,1,1226,False,1024,766,False,False,False
ALAD,4,0.0031007751937984496,0.0001658681975016664,1,1226,False,1024,768,False,False,False
PAPSS2,4,0.0031007751937984496,0.00016367048112870614,1,1226,False,1024,773,False,False,False
ADRA2C,4,0.0031007751937984496,0.00015802005075228539,1,1226,False,1024,783,False,False,False
CAT,4,0.0031007751937984496,0.0001525439308526441,1,1226,False,1024,790,False,False,False
DHODH,4,0.0031007751937984496,0.00011869444969725033,1,1226,False,1024,831,False,False,False
PTGFR,4,0.0031007751937984496,9.862958296047519e-05,1,1226,False,1024,848,False,False,False
CA2,4,0.0031007751937984496,9.815210180536305e-05,1,1226,False,1024,849,False,False,False
KCNJ9,4,0.0031007751937984496,9.356365131848604e-05,1,1226,False,1024,855,False,False,False
CD55,4,0.0031007751937984496,9.190774045209761e-05,1,1226,False,1024,860,False,False,False
DGKA,4,0.0031007751937984496,8.650407332440494e-05,1,1226,False,1024,866,False,False,False
GLO1,4,0.0031007751937984496,8.64005761451919e-05,1,1226,False,1024,867,False,False,False
KCNJ1,4,0.0031007751937984496,8.29189870980938e-05,1,1226,False,1024,869,False,False,False
TYRP1,4,0.0031007751937984496,7.486917364787771e-05,1,1226,False,1024,882,False,False,False
EBP,4,0.0031007751937984496,6.455663021629045e-05,1,1226,False,1024,904,False,False,False
PPT1,4,0.0031007751937984496,5.224911993270909e-05,1,1226,False,1024,922,False,False,False
SEMA3A,4,0.0031007751937984496,5.109711476033973e-05,1,1226,False,1024,926,False,False,False
ATP2A1,4,0.0031007751937984496,4.9545927681401824e-05,1,1226,False,1024,929,False,False,False
PHOSPHO1,4,0.0031007751937984496,4.720111434436966e-05,1,1226,False,1024,931,False,False,False
SLC5A5,4,0.0031007751937984496,4.3721172381556604e-05,1,1226,False,1024,941,False,False,False
SOAT1,4,0.0031007751937984496,3.898260373928135e-05,1,1226,False,1024,946,False,False,False
ABCC9,4,0.0031007751937984496,2.6970772599008046e-05,1,1226,False,1024,978,False,False,False
OPRD1,4,0.0031007751937984496,2.5735116072899553e-05,1,1226,False,1024,986,False,False,False
SLC8A1,4,0.0031007751937984496,1.3968646405050113e-05,1,1226,False,1024,1016,False,False,False
TACR1,4,0.0031007751937984496,1.2633364644229456e-05,1,1226,False,1024,1022,False,False,False
SLCO2B1,4,0.0031007751937984496,1.2178121878673054e-05,1,1226,False,1024,1024,False,False,False
BHLHE40,4,0.0031007751937984496,1.1398314856960157e-05,1,1226,False,1024,1027,False,False,False
CSAD,4,0.0031007751937984496,1.0936891318698571e-05,1,1226,False,1024,1031,False,False,False
AHCYL1,4,0.0031007751937984496,1.0731333413935395e-05,1,1226,False,1024,1033,False,False,False
SLC7A1,4,0.0031007751937984496,7.680206836662772e-06,1,1226,False,1024,1051,False,False,False
LYZ,4,0.0031007751937984496,7.4033772836285205e-06,1,1226,False,1024,1052,False,False,False
NEIL1,4,0.0031007751937984496,6.997809000964763e-06,1,1226,False,1024,1055,False,False,False
TOP2B,4,0.0031007751937984496,5.870129073849238e-06,1,1226,False,1024,1064,False,False,False
ACTG2,4,0.0031007751937984496,4.889529422274241e-06,1,1226,False,1024,1073,False,False,False
LRIG1,4,0.0031007751937984496,2.976183717291733e-06,1,1226,False,1024,1085,False,False,False
SLPI,4,0.0031007751937984496,2.2252108637029107e-06,1,1226,False,1024,1093,False,False,False
CLDN4,4,0.0031007751937984496,1.5528493013264694e-06,1,1226,False,1024,1101,False,False,False
NNT,4,0.0031007751937984496,1.3321034537658968e-06,1,1226,False,1024,1102,False,False,False
DSPP,4,0.0031007751937984496,4.476689995902317e-07,1,1226,False,1024,1112,False,False,False
PIM1,4,0.0031007751937984496,1.9233335457353069e-07,1,1226,False,1024,1116,False,False,False
ARF5,4,0.0031007751937984496,0.0,1,1226,False,1024,1122,False,False,False
GANAB,4,0.0031007751937984496,0.0,1,1226,False,1024,1122,False,False,False
RNASE1,4,0.0031007751937984496,0.0,1,1226,False,1024,1122,False,False,False
RUNX1T1,4,0.0031007751937984496,0.0,1,1226,False,1024,1122,False,False,False
SRI,4,0.0031007751937984496,0.0,1,1226,False,1024,1122,False,False,False
SRPK1,3,0.002325581395348837,0.0014722066862720336,1,1226,False,1079,297,False,False,False
AQP1,3,0.002325581395348837,0.00011413959910093694,1,1226,False,1079,834,False,False,False
SLC16A1,3,0.002325581395348837,9.990273142286956e-05,1,1226,False,1079,846,False,False,False
PKIA,3,0.002325581395348837,9.684573967205223e-05,1,1226,False,1079,850,False,False,False
C8G,3,0.002325581395348837,9.082868946412134e-05,1,1226,False,1079,861,False,False,False
HCRTR2,3,0.002325581395348837,8.948123803712287e-05,1,1226,False,1079,864,False,False,False
GPR18,3,0.002325581395348837,6.30240028489885e-05,1,1226,False,1079,908,False,False,False
TFF1,3,0.002325581395348837,4.4647059928135636e-05,1,1226,False,1079,938,False,False,False
MUC5AC,3,0.002325581395348837,3.8918536206076396e-05,1,1226,False,1079,947,False,False,False
FABP7,3,0.002325581395348837,3.360610169505584e-05,1,1226,False,1079,966,False,False,False
S100A13,3,0.002325581395348837,3.337196960140855e-05,1,1226,False,1079,967,False,False,False
IL36B,3,0.002325581395348837,3.097804578746596e-05,1,1226,False,1079,972,False,False,False
CHRNA10,3,0.002325581395348837,2.6759895249728265e-05,1,1226,False,1079,979,False,False,False
AADAT,3,0.002325581395348837,2.2453344867688717e-05,1,1226,False,1079,992,False,False,False
PAEP,3,0.002325581395348837,1.973984383570182e-05,1,1226,False,1079,997,False,False,False
SLC15A1,3,0.002325581395348837,1.9704849340714773e-05,1,1226,False,1079,998,False,False,False
TIGAR,3,0.002325581395348837,1.960385836400967e-05,1,1226,False,1079,999,False,False,False
SLC6A8,3,0.002325581395348837,1.855068657437185e-05,1,1226,False,1079,1001,False,False,False
CALCA,3,0.002325581395348837,1.7376178353770437e-05,1,1226,False,1079,1007,False,False,False
HTR7,3,0.002325581395348837,1.680986340663843e-05,1,1226,False,1079,1008,False,False,False
AIFM1,3,0.002325581395348837,1.1651876460395912e-05,1,1226,False,1079,1026,False,False,False
GPR83,3,0.002325581395348837,1.1178197633492325e-05,1,1226,False,1079,1029,False,False,False
ARRDC3,3,0.002325581395348837,1.0835479202029553e-05,1,1226,False,1079,1032,False,False,False
POLE4,3,0.002325581395348837,1.0277306306270234e-05,1,1226,False,1079,1035,False,False,False
ADRA1B,3,0.002325581395348837,9.628873186871013e-06,1,1226,False,1079,1039,False,False,False
MCU,3,0.002325581395348837,6.203362841089176e-06,1,1226,False,1079,1058,False,False,False
PTGDR2,3,0.002325581395348837,6.146390533204454e-06,1,1226,False,1079,1059,False,False,False
ADRA1A,3,0.002325581395348837,5.829935709177061e-06,1,1226,False,1079,1065,False,False,False
OPA1,3,0.002325581395348837,5.643981610125741e-06,1,1226,False,1079,1068,False,False,False
PSMD11,3,0.002325581395348837,5.394136614527756e-06,1,1226,False,1079,1071,False,False,False
MMP11,3,0.002325581395348837,3.1718493958973975e-06,1,1226,False,1079,1081,False,False,False
SLC47A1,3,0.002325581395348837,3.0215498083586224e-06,1,1226,False,1079,1083,False,False,False
ELOVL5,3,0.002325581395348837,2.365099227305983e-06,1,1226,False,1079,1090,False,False,False
SSTR5,3,0.002325581395348837,1.9970051834644743e-06,1,1226,False,1079,1094,False,False,False
GRIK1,3,0.002325581395348837,1.778008223157624e-06,1,1226,False,1079,1096,False,False,False
TNFRSF11B,3,0.002325581395348837,9.1425072250234e-07,1,1226,False,1079,1106,False,False,False
FCER1A,3,0.002325581395348837,2.6403004509031475e-07,1,1226,False,1079,1114,False,False,False
GABRP,3,0.002325581395348837,2.405566480836656e-07,1,1226,False,1079,1115,False,False,False
CLEC4E,3,0.002325581395348837,1.8110847963887772e-07,1,1226,False,1079,1117,False,False,False
ROS1,3,0.002325581395348837,1.4184604141554e-07,1,1226,False,1079,1118,False,False,False
CMA1,3,0.002325581395348837,0.0,1,1226,False,1079,1122,False,False,False
KHK,3,0.002325581395348837,0.0,1,1226,False,1079,1122,False,False,False
LGALS1,3,0.002325581395348837,0.0,1,1226,False,1079,1122,False,False,False
LPO,3,0.002325581395348837,0.0,1,1226,False,1079,1122,False,False,False
METTL3,3,0.002325581395348837,0.0,1,1226,False,1079,1122,False,False,False
PTAFR,3,0.002325581395348837,0.0,1,1226,False,1079,1122,False,False,False
SRR,3,0.002325581395348837,0.0,1,1226,False,1079,1122,False,False,False
VKORC1L1,3,0.002325581395348837,0.0,1,1226,False,1079,1122,False,False,False
CAPN10,2,0.0015503875968992248,0.0014722066862720336,1,1226,False,1127,297,False,False,False
DYSF,2,0.0015503875968992248,0.0014722066862720336,1,1226,False,1127,297,False,False,False
GCA,2,0.0015503875968992248,0.0014722066862720336,1,1226,False,1127,297,False,False,False
MT2A,2,0.0015503875968992248,0.0014722066862720336,1,1226,False,1127,297,False,False,False
HINT1,2,0.0015503875968992248,3.8080512512028884e-05,1,1226,False,1127,949,False,False,False
AQP3,2,0.0015503875968992248,3.7703672922373146e-05,1,1226,False,1127,950,False,False,False
AQP9,2,0.0015503875968992248,3.7703672922373146e-05,1,1226,False,1127,950,False,False,False
AASS,2,0.0015503875968992248,1.7522687199333265e-05,1,1226,False,1127,1004,False,False,False
CXADR,2,0.0015503875968992248,1.4930304962298435e-05,1,1226,False,1127,1012,False,False,False
NAAA,2,0.0015503875968992248,8.875291275509279e-06,1,1226,False,1127,1047,False,False,False
ATOX1,2,0.0015503875968992248,6.104189289336206e-06,1,1226,False,1127,1060,False,False,False
TFF2,2,0.0015503875968992248,5.956653279130593e-06,1,1226,False,1127,1062,False,False,False
PLSCR1,2,0.0015503875968992248,5.793794888373583e-06,1,1226,False,1127,1066,False,False,False
ANO1,2,0.0015503875968992248,4.778676706348607e-06,1,1226,False,1127,1074,False,False,False
ELOVL2,2,0.0015503875968992248,2.365099227305983e-06,1,1226,False,1127,1090,False,False,False
SH3BP5,2,0.0015503875968992248,2.361715839881265e-06,1,1226,False,1127,1092,False,False,False
KCNC3,2,0.0015503875968992248,1.7123213949374154e-06,1,1226,False,1127,1098,False,False,False
CELF1,2,0.0015503875968992248,1.2426478664121761e-06,1,1226,False,1127,1103,False,False,False
GLRB,2,0.0015503875968992248,1.2027832404183281e-06,2,3,False,1127,1104,False,False,False
APLP1,2,0.0015503875968992248,8.287048614155014e-07,1,1226,False,1127,1108,False,False,False
HRH3,2,0.0015503875968992248,4.531408338325006e-07,1,1226,False,1127,1111,False,False,False
EPHB6,2,0.0015503875968992248,2.772300076380165e-07,1,1226,False,1127,1113,False,False,False
ABCA7,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
AIMP2,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
AVPR1A,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
CHRM3,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
CNR2,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
COL7A1,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
CRTC1,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
EIF2A,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
FABP2,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
HAS2,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
HCRTR1,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
HDAC10,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
HERC5,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
IL36A,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
KCNJ14,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
LDLR,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
LTA4H,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
NEU1,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
PAPSS1,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
PHOSPHO2,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
SERPINB9,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
SLC11A1,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
SLC8A2,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
TEP1,2,0.0015503875968992248,0.0,1,1226,False,1127,1122,False,False,False
ABCC1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
ABCG4,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
ACP1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
ACPP,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
ACTBL2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
ACTR1B,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
ADORA2B,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
AFM,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
AMY1A,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
ATP2C2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
CAMLG,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
CTRC,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
DBP,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
DIO1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
DNPEP,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
DUOXA1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
ELOVL4,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
FKRP,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
GABRR3,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
GLRA1,1,0.0007751937984496124,0.0,2,3,False,1173,1122,False,False,False
GLRA3,1,0.0007751937984496124,0.0,2,3,False,1173,1122,False,False,False
GLYAT,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
GPD1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
GPR35,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
GSTK1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
HCAR2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
HCN2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
HNF4G,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
HRH1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
KCNC2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
KCND1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
KCNH7,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
KCNJ10,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
KCNJ15,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
KLK5,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
KRT2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
LACTB,1,0.0007751937984496124,0.0,3,2,False,1173,1122,False,False,False
MAP2K5,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
MARK4,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
MSI1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
MT1X,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
NISCH,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
NLN,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
NPEPPS,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
NSFL1C,1,0.0007751937984496124,0.0,3,2,False,1173,1122,False,False,False
OAZ1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
OR51E1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
PFAS,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
PNRC2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
PRMT3,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
PTP4A1,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
RTCB,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
S100A7A,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
SLC1A6,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
SLC29A2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
SLC7A2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
SRPK2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
TACR3,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
TGM2,1,0.0007751937984496124,0.0,1,1226,False,1173,1122,False,False,False
WARS2,1,0.0007751937984496124,0.0,4,2,False,1173,1122,False,False,False
YARS2,1,0.0007751937984496124,0.0,4,2,False,1173,1122,False,False,False
ABCC5,0,0.0,0.0,5,1,True,1234,1122,False,False,False
ACTRT2,0,0.0,0.0,6,1,True,1234,1122,False,False,False
ACTRT3,0,0.0,0.0,7,1,True,1234,1122,False,False,False
ADAM28,0,0.0,0.0,8,1,True,1234,1122,False,False,False
ARL1,0,0.0,0.0,9,1,True,1234,1122,False,False,False
CAPS,0,0.0,0.0,10,1,True,1234,1122,False,False,False
CES3,0,0.0,0.0,11,1,True,1234,1122,False,False,False
CHP1,0,0.0,0.0,12,1,True,1234,1122,False,False,False
CHRM4,0,0.0,0.0,13,1,True,1234,1122,False,False,False
CIB2,0,0.0,0.0,14,1,True,1234,1122,False,False,False
CISD1,0,0.0,0.0,15,1,True,1234,1122,False,False,False
CKMT1A,0,0.0,0.0,16,1,True,1234,1122,False,False,False
CPNE1,0,0.0,0.0,17,1,True,1234,1122,False,False,False
CSRP1,0,0.0,0.0,18,1,True,1234,1122,False,False,False
DDO,0,0.0,0.0,19,1,True,1234,1122,False,False,False
ENPP7,0,0.0,0.0,20,1,True,1234,1122,False,False,False
GCAT,0,0.0,0.0,21,1,True,1234,1122,False,False,False
GLRA2,0,0.0,0.0,22,1,True,1234,1122,False,False,False
GM2A,0,0.0,0.0,23,1,True,1234,1122,False,False,False
GPR12,0,0.0,0.0,24,1,True,1234,1122,False,False,False
GPRC5A,0,0.0,0.0,25,1,True,1234,1122,False,False,False
HOXA10,0,0.0,0.0,26,1,True,1234,1122,False,False,False
HTR4,0,0.0,0.0,27,1,True,1234,1122,False,False,False
HVCN1,0,0.0,0.0,28,1,True,1234,1122,False,False,False
IGSF10,0,0.0,0.0,29,1,True,1234,1122,False,False,False
ISYNA1,0,0.0,0.0,30,1,True,1234,1122,False,False,False
ITIH1,0,0.0,0.0,31,1,True,1234,1122,False,False,False
JMJD6,0,0.0,0.0,32,1,True,1234,1122,False,False,False
KCNK1,0,0.0,0.0,33,1,True,1234,1122,False,False,False
KCNK6,0,0.0,0.0,34,1,True,1234,1122,False,False,False
KLF7,0,0.0,0.0,35,1,True,1234,1122,False,False,False
KLK1,0,0.0,0.0,36,1,True,1234,1122,False,False,False
MAP4,0,0.0,0.0,37,1,True,1234,1122,False,False,False
NAGA,0,0.0,0.0,38,1,True,1234,1122,False,False,False
NOMO1,0,0.0,0.0,39,1,True,1234,1122,False,False,False
NQO2,0,0.0,0.0,40,1,True,1234,1122,False,False,False
OARD1,0,0.0,0.0,41,1,True,1234,1122,False,False,False
PAM,0,0.0,0.0,42,1,True,1234,1122,False,False,False
PECR,0,0.0,0.0,43,1,True,1234,1122,False,False,False
PGP,0,0.0,0.0,44,1,True,1234,1122,False,False,False
PIGK,0,0.0,0.0,45,1,True,1234,1122,False,False,False
PON2,0,0.0,0.0,46,1,True,1234,1122,False,False,False
PORCN,0,0.0,0.0,47,1,True,1234,1122,False,False,False
PTGR1,0,0.0,0.0,48,1,True,1234,1122,False,False,False
RAB9A,0,0.0,0.0,49,1,True,1234,1122,False,False,False
RARRES1,0,0.0,0.0,50,1,True,1234,1122,False,False,False
RBP7,0,0.0,0.0,51,1,True,1234,1122,False,False,False
RNASE4,0,0.0,0.0,52,1,True,1234,1122,False,False,False
SEC14L2,0,0.0,0.0,53,1,True,1234,1122,False,False,False
SEC14L3,0,0.0,0.0,54,1,True,1234,1122,False,False,False
SLC25A13,0,0.0,0.0,55,1,True,1234,1122,False,False,False
SLC7A4,0,0.0,0.0,56,1,True,1234,1122,False,False,False
SRPK3,0,0.0,0.0,57,1,True,1234,1122,False,False,False
ST6GAL2,0,0.0,0.0,58,1,True,1234,1122,False,False,False
TAAR1,0,0.0,0.0,59,1,True,1234,1122,False,False,False
TRAPPC3,0,0.0,0.0,60,1,True,1234,1122,False,False,False
TUBD1,0,0.0,0.0,61,1,True,1234,1122,False,False,False
UCKL1,0,0.0,0.0,62,1,True,1234,1122,False,False,False
