gene,degree,degree_centrality,betweenness_centrality,component_id,component_size,is_isolate,degree_rank,betweenness_rank,top20pct_degree,top20pct_betweenness,core_by_preregistered_rule
CES1,11,0.008527131782945736,0.0010201747633299069,1,1226,False,710,377,False,False,False
CTRB1,11,0.008527131782945736,0.0007407000485194882,1,1226,False,710,457,False,False,False
ADA,11,0.008527131782945736,0.0006885510544782625,1,1226,False,710,471,False,False,False
NPR1,11,0.008527131782945736,0.0006803428539586605,1,1226,False,710,474,False,False,False
NRXN1,11,0.008527131782945736,0.0006788333012633563,1,1226,False,710,475,False,False,False
NEDD4L,11,0.008527131782945736,0.0006094032965132956,1,1226,False,710,505,False,False,False
ALAS1,11,0.008527131782945736,0.000568213280031439,1,1226,False,710,525,False,False,False
ACTA1,11,0.008527131782945736,0.0005564872248283149,1,1226,False,710,527,False,False,False
SCNN1A,11,0.008527131782945736,0.0005516078881717404,1,1226,False,710,531,False,False,False
TYR,11,0.008527131782945736,0.0005067246257760934,1,1226,False,710,544,False,False,False
KCNA5,11,0.008527131782945736,0.0005009706592585928,1,1226,False,710,548,False,False,False
HTR2C,11,0.008527131782945736,0.000494442859005529,1,1226,False,710,550,False,False,False
ACTA2,11,0.008527131782945736,0.000491439778055679,1,1226,False,710,553,False,False,False
GGCX,11,0.008527131782945736,0.00047322833714438117,1,1226,False,710,567,False,False,False
PDE4A,11,0.008527131782945736,0.00042956240580530275,1,1226,False,710,582,False,False,False
GSS,11,0.008527131782945736,0.000384105892792298,1,1226,False,710,613,False,False,False
ATP1A1,11,0.008527131782945736,0.0003249165273655438,1,1226,False,710,649,False,False,False
XPO1,11,0.008527131782945736,0.00024094387446887427,1,1226,False,710,701,False,False,False
ARF1,11,0.008527131782945736,0.0002192428659764132,1,1226,False,710,722,False,False,False
GLI1,11,0.008527131782945736,0.00018311811854929545,1,1226,False,710,750,False,False,False
MTTP,11,0.008527131782945736,0.00016187389857375283,1,1226,False,710,778,False,False,False
TNFAIP6,11,0.008527131782945736,0.00014246536815767322,1,1226,False,710,796,False,False,False
ALOX12,11,0.008527131782945736,0.00013957628852836164,1,1226,False,710,799,False,False,False
LMNB1,11,0.008527131782945736,0.00011435093226806662,1,1226,False,710,833,False,False,False
THRB,11,0.008527131782945736,0.00011044953930591817,1,1226,False,710,837,False,False,False
HDAC7,11,0.008527131782945736,9.486123296161973e-05,1,1226,False,710,851,False,False,False
ITPR2,11,0.008527131782945736,9.080862539085724e-05,1,1226,False,710,862,False,False,False
GABRA5,11,0.008527131782945736,6.829995922095572e-05,1,1226,False,710,895,False,False,False
PROC,11,0.008527131782945736,6.476142852246693e-05,1,1226,False,710,901,False,False,False
GRIK2,11,0.008527131782945736,3.5594061699414456e-05,1,1226,False,710,961,False,False,False
ELK1,11,0.008527131782945736,7.282953122549203e-06,1,1226,False,710,1054,False,False,False
CYP26C1,11,0.008527131782945736,5.057960944512861e-07,1,1226,False,710,1110,False,False,False
RORA,10,0.007751937984496124,0.0023838660958852113,1,1226,False,744,190,False,True,False
KLK3,10,0.007751937984496124,0.001545419801211734,1,1226,False,744,281,False,False,False
HCN4,10,0.007751937984496124,0.0014879554315351293,1,1226,False,744,290,False,False,False
SLC10A1,10,0.007751937984496124,0.0013195997516850025,1,1226,False,744,326,False,False,False
BMPR2,10,0.007751937984496124,0.0010221909553574972,1,1226,False,744,375,False,False,False
PDE3B,10,0.007751937984496124,0.0008953731047823172,1,1226,False,744,411,False,False,False
PDE1B,10,0.007751937984496124,0.0007630288393936426,1,1226,False,744,449,False,False,False
MYLK,10,0.007751937984496124,0.0007515197243023333,1,1226,False,744,453,False,False,False
ATP1A2,10,0.007751937984496124,0.0006816042581777292,1,1226,False,744,473,False,False,False
CYP27B1,10,0.007751937984496124,0.0005847728548536979,1,1226,False,744,519,False,False,False
PLD1,10,0.007751937984496124,0.0005344064662718754,1,1226,False,744,537,False,False,False
PDE4D,10,0.007751937984496124,0.00041429500747385554,1,1226,False,744,591,False,False,False
ABCB1,10,0.007751937984496124,0.000399695634322253,1,1226,False,744,604,False,False,False
SHBG,10,0.007751937984496124,0.00037024457666924365,1,1226,False,744,623,False,False,False
KCNA4,10,0.007751937984496124,0.0003617179012847411,1,1226,False,744,629,False,False,False
FTCD,10,0.007751937984496124,0.0003292997399968816,1,1226,False,744,645,False,False,False
CYP11A1,10,0.007751937984496124,0.0003063915738298301,1,1226,False,744,664,False,False,False
MYH7,10,0.007751937984496124,0.0002984242431430654,1,1226,False,744,669,False,False,False
PDE10A,10,0.007751937984496124,0.0002853970537819038,1,1226,False,744,680,False,False,False
NPPB,10,0.007751937984496124,0.0002425907989035242,1,1226,False,744,699,False,False,False
ATP1A3,10,0.007751937984496124,0.00023898536001112978,1,1226,False,744,705,False,False,False
PLK4,10,0.007751937984496124,0.0001765259062818022,1,1226,False,744,755,False,False,False
IDE,10,0.007751937984496124,0.00016282282858641722,1,1226,False,744,775,False,False,False
GPER1,10,0.007751937984496124,0.00016281645758449726,1,1226,False,744,776,False,False,False
ACSL4,10,0.007751937984496124,0.0001542973100656275,1,1226,False,744,786,False,False,False
ARF6,10,0.007751937984496124,0.0001528168950140312,1,1226,False,744,788,False,False,False
SHANK1,10,0.007751937984496124,0.00014073107072035547,1,1226,False,744,798,False,False,False
KCNA1,10,0.007751937984496124,0.00013586192217882338,1,1226,False,744,803,False,False,False
PLEK,10,0.007751937984496124,9.36663846924769e-05,1,1226,False,744,854,False,False,False
POLE,10,0.007751937984496124,9.334940937992725e-05,1,1226,False,744,856,False,False,False
PPID,10,0.007751937984496124,6.680531158263316e-05,1,1226,False,744,899,False,False,False
PDE2A,10,0.007751937984496124,5.8849307232559115e-05,1,1226,False,744,913,False,False,False
MLXIPL,10,0.007751937984496124,5.427884072034862e-05,1,1226,False,744,920,False,False,False
TFEB,10,0.007751937984496124,5.2768360770108686e-05,1,1226,False,744,921,False,False,False
DHRS3,10,0.007751937984496124,5.193236184126897e-05,1,1226,False,744,923,False,False,False
TOP1,10,0.007751937984496124,4.52545232577971e-05,1,1226,False,744,935,False,False,False
NCOA6,10,0.007751937984496124,3.990576830868784e-05,1,1226,False,744,944,False,False,False
HDAC5,10,0.007751937984496124,3.707530058998167e-05,1,1226,False,744,957,False,False,False
LRP5,10,0.007751937984496124,3.704960944860165e-05,1,1226,False,744,958,False,False,False
TUBB4B,10,0.007751937984496124,2.4506887908318642e-05,1,1226,False,744,990,False,False,False
UCHL1,10,0.007751937984496124,2.4438147739055035e-05,1,1226,False,744,991,False,False,False
TUBA1C,10,0.007751937984496124,2.1905744639932548e-05,1,1226,False,744,994,False,False,False
AXIN2,10,0.007751937984496124,1.0032397195784946e-05,1,1226,False,744,1037,False,False,False
AKR1C2,10,0.007751937984496124,9.075938505135636e-06,1,1226,False,744,1041,False,False,False
AKR1C4,10,0.007751937984496124,7.795639952911167e-06,1,1226,False,744,1050,False,False,False
ATR,10,0.007751937984496124,7.331350530104301e-06,1,1226,False,744,1053,False,False,False
CDK8,10,0.007751937984496124,2.6813985761524314e-06,1,1226,False,744,1089,False,False,False
CCL8,10,0.007751937984496124,1.0201937894402126e-06,1,1226,False,744,1105,False,False,False
HAMP,9,0.0069767441860465115,0.0019341294425640574,1,1226,False,792,230,False,True,False
RHO,9,0.0069767441860465115,0.0018793877044207233,1,1226,False,792,234,False,True,False
HNRNPA1,9,0.0069767441860465115,0.0015630448037115931,1,1226,False,792,278,False,False,False
HNF1A,9,0.0069767441860465115,0.0015435389218041641,1,1226,False,792,282,False,False,False
ATF7,9,0.0069767441860465115,0.0015150963830590648,1,1226,False,792,286,False,False,False
MAPK8IP1,9,0.0069767441860465115,0.0010133218892865792,1,1226,False,792,381,False,False,False
CHRNA3,9,0.0069767441860465115,0.0010052866531622088,1,1226,False,792,383,False,False,False
CHRNB2,9,0.0069767441860465115,0.0009573290749761475,1,1226,False,792,397,False,False,False
PTGDS,9,0.0069767441860465115,0.0009544688574215583,1,1226,False,792,398,False,False,False
DNAJC5,9,0.0069767441860465115,0.0007403679477162369,1,1226,False,792,459,False,False,False
GUSB,9,0.0069767441860465115,0.0006037380690287652,1,1226,False,792,510,False,False,False
TAT,9,0.0069767441860465115,0.0005194731423121527,1,1226,False,792,541,False,False,False
P2RX7,9,0.0069767441860465115,0.0004713956157808143,1,1226,False,792,568,False,False,False
NR1I3,9,0.0069767441860465115,0.00044260335301462715,1,1226,False,792,578,False,False,False
ACTC1,9,0.0069767441860465115,0.000405762230401882,1,1226,False,792,599,False,False,False
PPIA,9,0.0069767441860465115,0.0003804365119609186,1,1226,False,792,616,False,False,False
PTGES2,9,0.0069767441860465115,0.00035788550478143085,1,1226,False,792,632,False,False,False
TRPV3,9,0.0069767441860465115,0.0002949223170144415,1,1226,False,792,670,False,False,False
ABAT,9,0.0069767441860465115,0.00022496730777086136,1,1226,False,792,716,False,False,False
RDH5,9,0.0069767441860465115,0.00020656138204222738,1,1226,False,792,728,False,False,False
PLA2G2D,9,0.0069767441860465115,0.00019045092153989915,1,1226,False,792,743,False,False,False
CHRNA9,9,0.0069767441860465115,0.00018539887457862686,1,1226,False,792,748,False,False,False
TF,9,0.0069767441860465115,0.0001703654220924928,1,1226,False,792,763,False,False,False
HTR2B,9,0.0069767441860465115,0.0001643142061905529,1,1226,False,792,771,False,False,False
MMP10,9,0.0069767441860465115,0.0001542466318455421,1,1226,False,792,787,False,False,False
ARF3,9,0.0069767441860465115,0.00014309266388246877,1,1226,False,792,795,False,False,False
CLDN5,9,0.0069767441860465115,0.00013314114419277442,1,1226,False,792,808,False,False,False
KCNA3,9,0.0069767441860465115,0.00013148523147706243,1,1226,False,792,810,False,False,False
DAO,9,0.0069767441860465115,0.0001298566878201341,1,1226,False,792,814,False,False,False
EIF4G1,9,0.0069767441860465115,0.00012566555262111473,1,1226,False,792,817,False,False,False
ADRB3,9,0.0069767441860465115,0.00012081085078015235,1,1226,False,792,827,False,False,False
ATP1A4,9,0.0069767441860465115,0.0001196390885972264,1,1226,False,792,828,False,False,False
ELOVL6,9,0.0069767441860465115,8.724543438350135e-05,1,1226,False,792,865,False,False,False
CYP7B1,9,0.0069767441860465115,8.083626442891718e-05,1,1226,False,792,872,False,False,False
EGLN1,9,0.0069767441860465115,8.036432172936131e-05,1,1226,False,792,873,False,False,False
APOM,9,0.0069767441860465115,7.91934484542331e-05,1,1226,False,792,876,False,False,False
EIF4EBP1,9,0.0069767441860465115,7.735277312312151e-05,1,1226,False,792,879,False,False,False
DMP1,9,0.0069767441860465115,7.685427963425887e-05,1,1226,False,792,881,False,False,False
GABRA6,9,0.0069767441860465115,7.153338962970408e-05,1,1226,False,792,891,False,False,False
DHRS4,9,0.0069767441860465115,5.179871925900026e-05,1,1226,False,792,924,False,False,False
SMAD1,9,0.0069767441860465115,2.8748110366344275e-05,1,1226,False,792,974,False,False,False
GABRG3,9,0.0069767441860465115,2.708772635217295e-05,1,1226,False,792,977,False,False,False
TUBB4A,9,0.0069767441860465115,2.6402265190571944e-05,1,1226,False,792,981,False,False,False
DNM1L,9,0.0069767441860465115,2.500704657411784e-05,1,1226,False,792,988,False,False,False
GABRA3,9,0.0069767441860465115,2.469904665512676e-05,1,1226,False,792,989,False,False,False
TUBA4A,9,0.0069767441860465115,1.7514601757917057e-05,1,1226,False,792,1005,False,False,False
TP73,9,0.0069767441860465115,1.3520617922858487e-05,1,1226,False,792,1017,False,False,False
HDAC8,9,0.0069767441860465115,8.929901760520858e-06,1,1226,False,792,1045,False,False,False
CAMK2G,9,0.0069767441860465115,2.9881564831156164e-06,1,1226,False,792,1084,False,False,False
GK,8,0.006201550387596899,0.0030773756059331407,1,1226,False,841,148,False,True,False
ACADM,8,0.006201550387596899,0.002212849902172334,1,1226,False,841,204,False,True,False
AMY1B,8,0.006201550387596899,0.0016036787566623997,1,1226,False,841,271,False,False,False
PLB1,8,0.006201550387596899,0.0015318443645767714,1,1226,False,841,284,False,False,False
APCS,8,0.006201550387596899,0.0014979368480139736,1,1226,False,841,287,False,False,False
HBB,8,0.006201550387596899,0.0007814439473112671,1,1226,False,841,443,False,False,False
FABP5,8,0.006201550387596899,0.0007270626756962569,1,1226,False,841,461,False,False,False
KCNJ6,8,0.006201550387596899,0.0007106135871524457,1,1226,False,841,465,False,False,False
LALBA,8,0.006201550387596899,0.0006840974353151764,1,1226,False,841,472,False,False,False
ATF5,8,0.006201550387596899,0.0006235530078201779,1,1226,False,841,496,False,False,False
CHRM1,8,0.006201550387596899,0.0006178982137346995,1,1226,False,841,500,False,False,False
SLC5A1,8,0.006201550387596899,0.000544876032064667,1,1226,False,841,535,False,False,False
NRF1,8,0.006201550387596899,0.00041271144792533735,1,1226,False,841,593,False,False,False
FTH1,8,0.006201550387596899,0.0004008880557565675,1,1226,False,841,601,False,False,False
PHB2,8,0.006201550387596899,0.0003997926821499368,1,1226,False,841,603,False,False,False
RASSF1,8,0.006201550387596899,0.00038620101346621124,1,1226,False,841,611,False,False,False
ESRRB,8,0.006201550387596899,0.00035263080782172866,1,1226,False,841,634,False,False,False
CRBN,8,0.006201550387596899,0.0003472874534785847,1,1226,False,841,637,False,False,False
AMY2A,8,0.006201550387596899,0.0003433670402741077,1,1226,False,841,640,False,False,False
AHR,8,0.006201550387596899,0.0003244916874265463,1,1226,False,841,650,False,False,False
PDE4B,8,0.006201550387596899,0.00032009019641199147,1,1226,False,841,657,False,False,False
GAS6,8,0.006201550387596899,0.0003168934150047897,1,1226,False,841,660,False,False,False
KCNMA1,8,0.006201550387596899,0.00031674524407620885,1,1226,False,841,661,False,False,False
AKR1A1,8,0.006201550387596899,0.00024186389723334555,1,1226,False,841,700,False,False,False
FSHR,8,0.006201550387596899,0.0002392689539281879,1,1226,False,841,704,False,False,False
TPO,8,0.006201550387596899,0.0001795427315538274,1,1226,False,841,753,False,False,False
SLC6A2,8,0.006201550387596899,0.00016434162382707363,1,1226,False,841,770,False,False,False
RAB5A,8,0.006201550387596899,0.00013541469275253688,1,1226,False,841,804,False,False,False
ATP2B3,8,0.006201550387596899,0.00012485680131193652,1,1226,False,841,820,False,False,False
POLA1,8,0.006201550387596899,0.00010427046291233272,1,1226,False,841,842,False,False,False
ORM2,8,0.006201550387596899,0.00010385126008641958,1,1226,False,841,844,False,False,False
KCND2,8,0.006201550387596899,9.923725686294733e-05,1,1226,False,841,847,False,False,False
ADRB1,8,0.006201550387596899,9.334309150062381e-05,1,1226,False,841,857,False,False,False
UCP3,8,0.006201550387596899,8.330185321551099e-05,1,1226,False,841,868,False,False,False
LPCAT1,8,0.006201550387596899,7.059105057250699e-05,1,1226,False,841,893,False,False,False
CTSL,8,0.006201550387596899,6.825410562867862e-05,1,1226,False,841,896,False,False,False
LPCAT2,8,0.006201550387596899,6.723613582922862e-05,1,1226,False,841,898,False,False,False
F12,8,0.006201550387596899,1.7588426682998177e-05,1,1226,False,841,1003,False,False,False
CPT1C,8,0.006201550387596899,1.3087664032304884e-05,1,1226,False,841,1021,False,False,False
PRKCI,8,0.006201550387596899,4.218545159672962e-06,1,1226,False,841,1078,False,False,False
GABRA4,8,0.006201550387596899,1.202783240418328e-07,1,1226,False,841,1119,False,False,False
GNMT,8,0.006201550387596899,0.0,1,1226,False,841,1122,False,False,False
RCAN1,8,0.006201550387596899,0.0,1,1226,False,841,1122,False,False,False
ODC1,7,0.005426356589147287,0.00210338921463988,1,1226,False,884,214,False,True,False
PRSS1,7,0.005426356589147287,0.0016423463633521702,1,1226,False,884,266,False,False,False
GPBAR1,7,0.005426356589147287,0.001634204264503976,1,1226,False,884,267,False,False,False
SLC29A1,7,0.005426356589147287,0.0015904246981481179,1,1226,False,884,275,False,False,False
GLB1,7,0.005426356589147287,0.001244880493076509,1,1226,False,884,341,False,False,False
CHRNA7,7,0.005426356589147287,0.0010073831284596194,1,1226,False,884,382,False,False,False
PCYT1A,7,0.005426356589147287,0.0007584747706929191,1,1226,False,884,450,False,False,False
FADS2,7,0.005426356589147287,0.0007079063815300427,1,1226,False,884,467,False,False,False
TG,7,0.005426356589147287,0.0005715719462539076,1,1226,False,884,524,False,False,False
USP10,7,0.005426356589147287,0.0005303543183094548,1,1226,False,884,538,False,False,False
RBP4,7,0.005426356589147287,0.0004904272520585671,1,1226,False,884,555,False,False,False
NNMT,7,0.005426356589147287,0.00047504307069312217,1,1226,False,884,565,False,False,False
PKD1,7,0.005426356589147287,0.0004643813175390735,1,1226,False,884,570,False,False,False
ALDOA,7,0.005426356589147287,0.0002883542865343872,1,1226,False,884,677,False,False,False
CHRNB3,7,0.005426356589147287,0.00022041061041279145,1,1226,False,884,720,False,False,False
IMPDH2,7,0.005426356589147287,0.00021501666757305207,1,1226,False,884,724,False,False,False
KCNJ8,7,0.005426356589147287,0.00018863271718225308,1,1226,False,884,745,False,False,False
ARF4,7,0.005426356589147287,0.0001721750461668305,1,1226,False,884,761,False,False,False
OAT,7,0.005426356589147287,0.00016406279185475503,1,1226,False,884,772,False,False,False
ACAA2,7,0.005426356589147287,0.00015937726560770162,1,1226,False,884,780,False,False,False
AMY2B,7,0.005426356589147287,0.00013147207039037164,1,1226,False,884,811,False,False,False
ACTR2,7,0.005426356589147287,0.00013091904594810173,1,1226,False,884,812,False,False,False
PDE5A,7,0.005426356589147287,0.00012551212638434802,1,1226,False,884,819,False,False,False
MAP2,7,0.005426356589147287,0.0001223828906341878,1,1226,False,884,823,False,False,False
RARB,7,0.005426356589147287,0.00011623210678879156,1,1226,False,884,832,False,False,False
AHSA1,7,0.005426356589147287,8.201143815061933e-05,1,1226,False,884,870,False,False,False
HIF1AN,7,0.005426356589147287,7.931235056774443e-05,1,1226,False,884,875,False,False,False
HTR1D,7,0.005426356589147287,7.22437747653135e-05,1,1226,False,884,888,False,False,False
LIPG,7,0.005426356589147287,7.170833979908533e-05,1,1226,False,884,890,False,False,False
PROS1,7,0.005426356589147287,5.880346340516927e-05,1,1226,False,884,914,False,False,False
SCN11A,7,0.005426356589147287,5.500182273515229e-05,1,1226,False,884,919,False,False,False
LBP,7,0.005426356589147287,4.706080336294471e-05,1,1226,False,884,932,False,False,False
GABRE,7,0.005426356589147287,3.831888372932371e-05,1,1226,False,884,948,False,False,False
SLCO1A2,7,0.005426356589147287,3.476744561882951e-05,1,1226,False,884,962,False,False,False
EGLN3,7,0.005426356589147287,2.5946433834591168e-05,1,1226,False,884,984,False,False,False
VLDLR,7,0.005426356589147287,2.058314418757763e-05,1,1226,False,884,995,False,False,False
PRDX2,7,0.005426356589147287,1.7403053434673714e-05,1,1226,False,884,1006,False,False,False
MYB,7,0.005426356589147287,8.933673445480546e-06,1,1226,False,884,1044,False,False,False
ADAMTS4,7,0.005426356589147287,8.886941949532126e-06,1,1226,False,884,1046,False,False,False
GABRQ,7,0.005426356589147287,5.944281026241696e-06,1,1226,False,884,1063,False,False,False
RPS6KA3,7,0.005426356589147287,4.494303364246738e-06,1,1226,False,884,1075,False,False,False
PRDX5,7,0.005426356589147287,4.345353280242406e-06,1,1226,False,884,1076,False,False,False
FDPS,7,0.005426356589147287,2.860212462708101e-06,1,1226,False,884,1087,False,False,False
ZEB2,7,0.005426356589147287,1.7124233239523438e-06,1,1226,False,884,1097,False,False,False
ICAM2,7,0.005426356589147287,9.252178772448678e-08,1,1226,False,884,1120,False,False,False
NFATC4,7,0.005426356589147287,0.0,1,1226,False,884,1122,False,False,False
NFKBIE,7,0.005426356589147287,0.0,1,1226,False,884,1122,False,False,False
APOD,6,0.004651162790697674,0.0029420078060632304,1,1226,False,931,159,False,True,False
GYPA,6,0.004651162790697674,0.001912914790045211,1,1226,False,931,231,False,True,False
DRD5,6,0.004651162790697674,0.0014913941652698682,1,1226,False,931,289,False,False,False
GABRR1,6,0.004651162790697674,0.0014742343975946942,1,1226,False,931,296,False,False,False
FADS1,6,0.004651162790697674,0.0014173572030014914,1,1226,False,931,310,False,False,False
ADORA1,6,0.004651162790697674,0.00041272273037405477,1,1226,False,931,592,False,False,False
FXN,6,0.004651162790697674,0.00037807516969607275,1,1226,False,931,619,False,False,False
CALCR,6,0.004651162790697674,0.00036732092781908076,1,1226,False,931,625,False,False,False
GLA,6,0.004651162790697674,0.0003666668927400956,1,1226,False,931,626,False,False,False
PCYT1B,6,0.004651162790697674,0.0002915470336057964,1,1226,False,931,673,False,False,False
IMPDH1,6,0.004651162790697674,0.00028839187056828465,1,1226,False,931,676,False,False,False
TRPV2,6,0.004651162790697674,0.00026633470397955636,1,1226,False,931,686,False,False,False
CYP24A1,6,0.004651162790697674,0.0002511171619691588,1,1226,False,931,696,False,False,False
CHRNA5,6,0.004651162790697674,0.00024061954661740113,1,1226,False,931,702,False,False,False
MT-ATP6,6,0.004651162790697674,0.00019515101321991246,1,1226,False,931,738,False,False,False
PTGER4,6,0.004651162790697674,0.00017330512650583598,1,1226,False,931,760,False,False,False
F2RL1,6,0.004651162790697674,0.00015821573452809125,1,1226,False,931,782,False,False,False
RBP1,6,0.004651162790697674,0.00014771108035366014,1,1226,False,931,791,False,False,False
PEMT,6,0.004651162790697674,0.0001271705777563216,1,1226,False,931,815,False,False,False
FBP1,6,0.004651162790697674,0.00010662386207802276,1,1226,False,931,840,False,False,False
CLDN1,6,0.004651162790697674,8.09714892723011e-05,1,1226,False,931,871,False,False,False
ATF1,6,0.004651162790697674,6.730299076460844e-05,1,1226,False,931,897,False,False,False
SLC11A2,6,0.004651162790697674,6.475365307433388e-05,1,1226,False,931,902,False,False,False
POLB,6,0.004651162790697674,6.43277941727788e-05,1,1226,False,931,906,False,False,False
AHSP,6,0.004651162790697674,6.021681652354549e-05,1,1226,False,931,910,False,False,False
GAA,6,0.004651162790697674,5.857196452904542e-05,1,1226,False,931,915,False,False,False
TRPM3,6,0.004651162790697674,4.033782229979884e-05,1,1226,False,931,942,False,False,False
RRM2B,6,0.004651162790697674,3.749418502126095e-05,1,1226,False,931,955,False,False,False
FABP3,6,0.004651162790697674,3.692675042504619e-05,1,1226,False,931,959,False,False,False
KRT18,6,0.004651162790697674,3.3287517425968853e-05,1,1226,False,931,968,False,False,False
ADRA2A,6,0.004651162790697674,2.6116468065470902e-05,1,1226,False,931,982,False,False,False
PENK,6,0.004651162790697674,1.6419410906332536e-05,1,1226,False,931,1009,False,False,False
CLIP1,6,0.004651162790697674,1.4767630254964186e-05,1,1226,False,931,1013,False,False,False
ABCB11,6,0.004651162790697674,1.4393828888343795e-05,1,1226,False,931,1014,False,False,False
KCNMB4,6,0.004651162790697674,9.64473339592222e-06,1,1226,False,931,1038,False,False,False
ASPA,6,0.004651162790697674,6.521323867871326e-06,1,1226,False,931,1056,False,False,False
CD14,6,0.004651162790697674,6.357238131831651e-06,1,1226,False,931,1057,False,False,False
PTX3,6,0.004651162790697674,5.475720279523083e-06,1,1226,False,931,1070,False,False,False
MAP1LC3A,6,0.004651162790697674,2.9379747474255075e-06,1,1226,False,931,1086,False,False,False
JDP2,6,0.004651162790697674,1.702217020986623e-06,1,1226,False,931,1099,False,False,False
DRD3,6,0.004651162790697674,1.643587367174105e-06,1,1226,False,931,1100,False,False,False
AGTR2,6,0.004651162790697674,9.058666428440266e-07,1,1226,False,931,1107,False,False,False
CHRNA2,6,0.004651162790697674,0.0,1,1226,False,931,1122,False,False,False
CRYZ,6,0.004651162790697674,0.0,1,1226,False,931,1122,False,False,False
LCP1,5,0.003875968992248062,0.0029684700076575846,1,1226,False,975,158,False,True,False
ESRRG,5,0.003875968992248062,0.0014798868931086959,1,1226,False,975,294,False,False,False
RPL17,5,0.003875968992248062,0.0008454128209148658,1,1226,False,975,426,False,False,False
HBA1,5,0.003875968992248062,0.0008078926711007615,1,1226,False,975,440,False,False,False
KYNU,5,0.003875968992248062,0.0006781340737573472,1,1226,False,975,477,False,False,False
HBA2,5,0.003875968992248062,0.00048173552309403543,1,1226,False,975,561,False,False,False
CA1,5,0.003875968992248062,0.0003469781826340725,1,1226,False,975,638,False,False,False
GAMT,5,0.003875968992248062,0.0003465809790844375,1,1226,False,975,639,False,False,False
RBP2,5,0.003875968992248062,0.0003292524943605735,1,1226,False,975,646,False,False,False
MOCOS,5,0.003875968992248062,0.00026197094385313827,1,1226,False,975,688,False,False,False
RGN,5,0.003875968992248062,0.00025593041360584627,1,1226,False,975,692,False,False,False
PGRMC1,5,0.003875968992248062,0.0002496038099100238,1,1226,False,975,697,False,False,False
SLC1A3,5,0.003875968992248062,0.00022105210517831266,1,1226,False,975,718,False,False,False
PTGER3,5,0.003875968992248062,0.0001833560829850716,1,1226,False,975,749,False,False,False
CPS1,5,0.003875968992248062,0.00014241915959621438,1,1226,False,975,797,False,False,False
SULT1A1,5,0.003875968992248062,0.00010401031646291303,1,1226,False,975,843,False,False,False
PTGIS,5,0.003875968992248062,9.012088618002671e-05,1,1226,False,975,863,False,False,False
FTL,5,0.003875968992248062,7.470715699727403e-05,1,1226,False,975,884,False,False,False
FUS,5,0.003875968992248062,6.642970735855579e-05,1,1226,False,975,900,False,False,False
PTGER2,5,0.003875968992248062,6.456127950977228e-05,1,1226,False,975,903,False,False,False
STXBP1,5,0.003875968992248062,6.443430994602279e-05,1,1226,False,975,905,False,False,False
DGKD,5,0.003875968992248062,5.8874097644284266e-05,1,1226,False,975,912,False,False,False
ATP5F1E,5,0.003875968992248062,5.695238863370092e-05,1,1226,False,975,917,False,False,False
PTGER1,5,0.003875968992248062,4.443484669731033e-05,1,1226,False,975,939,False,False,False
COL11A2,5,0.003875968992248062,3.978645848593843e-05,1,1226,False,975,945,False,False,False
TUBG1,5,0.003875968992248062,3.712715006839675e-05,1,1226,False,975,956,False,False,False
CASQ1,5,0.003875968992248062,3.625567586927118e-05,1,1226,False,975,960,False,False,False
PKD2,5,0.003875968992248062,3.292252451042446e-05,1,1226,False,975,970,False,False,False
AANAT,5,0.003875968992248062,3.047301572870344e-05,1,1226,False,975,973,False,False,False
PDE6C,5,0.003875968992248062,2.536687125739965e-05,1,1226,False,975,987,False,False,False
TFR2,5,0.003875968992248062,2.0474281580186543e-05,1,1226,False,975,996,False,False,False
SMO,5,0.003875968992248062,1.8317387320505625e-05,1,1226,False,975,1002,False,False,False
HDAC11,5,0.003875968992248062,1.581972531017416e-05,1,1226,False,975,1010,False,False,False
OLR1,5,0.003875968992248062,1.2622454206288446e-05,1,1226,False,975,1023,False,False,False
PDE7B,5,0.003875968992248062,1.1120812071947188e-05,1,1226,False,975,1030,False,False,False
NKX3-1,5,0.003875968992248062,1.0243628757423995e-05,1,1226,False,975,1036,False,False,False
TRPM7,5,0.003875968992248062,9.036924796929365e-06,1,1226,False,975,1042,False,False,False
HLA-B,5,0.003875968992248062,8.979326327762047e-06,1,1226,False,975,1043,False,False,False
PCOLCE,5,0.003875968992248062,6.0814939630739565e-06,1,1226,False,975,1061,False,False,False
PDK1,5,0.003875968992248062,4.894386188774382e-06,1,1226,False,975,1072,False,False,False
TOMM70,5,0.003875968992248062,4.09454613806635e-06,1,1226,False,975,1080,False,False,False
ADAMTS5,5,0.003875968992248062,6.852322632916696e-07,1,1226,False,975,1109,False,False,False
AURKC,5,0.003875968992248062,0.0,1,1226,False,975,1122,False,False,False
GGPS1,5,0.003875968992248062,0.0,1,1226,False,975,1122,False,False,False
GSTZ1,5,0.003875968992248062,0.0,1,1226,False,975,1122,False,False,False
IGFBP6,5,0.003875968992248062,0.0,1,1226,False,975,1122,False,False,False
P2RX4,5,0.003875968992248062,0.0,1,1226,False,975,1122,False,False,False
POLDIP2,5,0.003875968992248062,0.0,1,1226,False,975,1122,False,False,False
RARG,5,0.003875968992248062,0.0,1,1226,False,975,1122,False,False,False
PDXK,4,0.0031007751937984496,0.001785897009558424,1,1226,False,1024,243,False,True,False
ACTR1A,4,0.0031007751937984496,0.0014852243264414913,1,1226,False,1024,293,False,False,False
