"null_label","iteration","sampled_set","D_E","bliss_expected","Syn_Bliss","Syn_add"
"uniform_k2",1,"CHRM2+RDH11",3.19295835622402e-05,3.18858017569479e-05,4.37818052922978e-08,4.36128041458872e-08
"uniform_k2",2,"CYBB+HDAC8",6.43721037725253e-05,6.42615564472315e-05,1.10547325293808e-07,1.10547325293808e-07
"uniform_k2",3,"CSAD+LMNB1",7.29669226351426e-06,7.2866286621176e-06,1.00636013966593e-08,1.00636013966593e-08
"uniform_k2",4,"CYP7A1+NR1I3",0.000295414035062391,0.000310063311405151,-1.46492763427597e-05,-1.4656012020775e-05
"uniform_k2",5,"HCN2+XPO1",1.668077283834e-05,1.66633213304346e-05,1.74515079054416e-08,1.74515079054416e-08
"uniform_k2",6,"ACACB+HTR1D",1.5607103973081e-05,1.55840957074549e-05,2.30082656260677e-08,2.30082656260677e-08
"uniform_k2",7,"DLG1+LRAT",0.0001158150089694,0.000115637103192623,1.7790577677701e-07,1.74614259162986e-07
"uniform_k2",8,"AXIN2+CD14",0,0,0,0
"uniform_k2",9,"CDKN1C+SLC29A1",0.00103137289874844,0.00103061429320861,7.58605539830093e-07,7.56975651494685e-07
"uniform_k2",10,"AURKC+IFNG",3.71973155738337e-05,3.71450469081047e-05,5.22686657289384e-08,5.22686657289384e-08
"uniform_k2",11,"HBA1+SLC8A2",2.88034330639952e-05,2.89514794086232e-05,-1.4804634462795e-07,-1.4804634462795e-07
"uniform_k2",12,"ABCG5+NR1H3",4.47995524621714e-05,4.53604007359942e-05,-5.60848273822856e-07,-5.60848273822856e-07
"uniform_k2",13,"ALAS1+CEBPA",0.000137017685369667,0.000136789076066512,2.28609303154492e-07,2.24011910354704e-07
"uniform_k2",14,"CACNB1+F10",1.54143813895224e-05,1.53928141654047e-05,2.15672241177245e-08,2.15672241177245e-08
"uniform_k2",15,"AKR1D1+SLC2A2",0.00112135735055607,0.00112010339310431,1.25395745176338e-06,1.19650059449139e-06
"uniform_k2",16,"CLDN5+FKRP",3.48818790174565e-06,3.48460731747213e-06,3.58058427352148e-09,3.58058427352148e-09
"uniform_k2",17,"CYP2D6+PPIF",8.9564685793353e-05,8.94070382757572e-05,1.57647517595727e-07,1.55877539542715e-07
"uniform_k2",18,"CRP+HMGCR",0.000410398262796763,0.000409597152885688,8.0110991107496e-07,7.61738009558144e-07
"uniform_k2",19,"IL33+UGT1A9",0,0,0,0
"uniform_k2",20,"GLUL+MAP3K5",0.000218056409040601,0.000217651800656138,4.04608384463323e-07,3.94235703193857e-07
"uniform_k2",21,"ACTG1+CYP2C19",2.10709447279189e-05,2.10340379593887e-05,3.69067685301872e-08,3.68568822128879e-08
"uniform_k2",22,"CYB5A+FCER1A",5.41174394114163e-05,5.4039383747595e-05,7.80556638213525e-08,7.80556638213525e-08
"uniform_k2",23,"ACTR2+DKK1",9.51801471471558e-06,9.50262921906031e-06,1.53854956552735e-08,1.53854956552735e-08
"uniform_k2",24,"DMP1+HIF1A",0.000545562915767017,0.000545020548238462,5.4236752855541e-07,5.4236752855541e-07
"uniform_k2",25,"ABCB11+TBK1",8.2488764706623e-06,8.23758983270473e-06,1.12866379575749e-08,1.12866379575749e-08
"uniform_k2",26,"SLCO1B1+SOX2",0.00143774307546085,0.00143652252234916,1.22055311169156e-06,1.17718857628457e-06
"uniform_k2",27,"OPRM1+PLK4",0.000109899760253329,0.000109730921839413,1.68838413916461e-07,1.66892969333254e-07
"uniform_k2",28,"BRCA1+GCK",0.00171889932649283,0.00171652469712091,2.37462937191513e-06,2.05328587932208e-06
"uniform_k2",29,"PEMT+SHMT1",6.6110830738153e-05,6.64032837415229e-05,-2.92453003369886e-07,-2.93429360698205e-07
"uniform_k2",30,"GRIN3B+IL17A",0,0,0,0
"uniform_k2",31,"CTSK+PLD1",0.000205567754955505,0.000205253306110875,3.14448844629389e-07,3.14448844629389e-07
"uniform_k2",32,"MMP3+TOMM70",1.91039195468479e-05,1.90743297472373e-05,2.9589799610541e-08,2.9589799610541e-08
"uniform_k2",33,"ACHE+DLG1",0.000176559610957083,0.000176253250373959,3.06360583124388e-07,2.99128304015461e-07
"uniform_k2",34,"ADORA2B+MAPK8IP1",9.57270839081481e-05,9.56119621767781e-05,1.1512173136996e-07,1.1512173136996e-07
"uniform_k2",35,"KRT18+PLA2G2D",1.90360185581273e-06,1.90069610461752e-06,2.90575119521463e-09,2.90575119521463e-09
"uniform_k2",36,"CYBA+UCP1",0,0,0,0
"uniform_k2",37,"CAMKK2+DRD5",0.00111319427159673,0.00111234369013313,8.50581463596178e-07,8.46717690072829e-07
"uniform_k2",38,"FAS+TYRP1",7.29837092183772e-06,7.28514872694319e-06,1.32221948945244e-08,1.32179800438337e-08
"uniform_k2",39,"COMT+KCND3",0.00133693938913693,0.00133544809790054,1.49129123638847e-06,1.21288383481133e-06
"uniform_k2",40,"EGLN1+NFKB1",0.000213353395313143,0.000213004544199702,3.48851113440851e-07,3.48449882170421e-07
"uniform_k2",41,"GCLC+PNRC2",8.0668192497968e-05,8.05799891081538e-05,8.82033898141898e-08,8.82033898141898e-08
"uniform_k2",42,"EGLN1+PRKCD",2.24694154126182e-05,2.2432361528657e-05,3.70538839611356e-08,3.70148606210208e-08
"uniform_k2",43,"HTR2C+PDE1B",5.53921040826744e-05,5.53040129848137e-05,8.80910978606764e-08,8.74161311115174e-08
"uniform_k2",44,"CHRNB3+FOS",0.000388192326830072,0.000387693900821828,4.98426008244124e-07,4.98426008244124e-07
"uniform_k2",45,"ALAS2+SLC6A2",0.000126320029582128,0.000126132338585272,1.87690996855672e-07,1.87690996855672e-07
"uniform_k2",46,"CXCL1+NFATC2",1.95519840595626e-05,1.95162479730282e-05,3.57360865343992e-08,3.57360865343992e-08
"uniform_k2",47,"CALM3+SEMA3A",0.000521934649603928,0.000533998025239901,-1.20633756359734e-05,-1.20669818053365e-05
"uniform_k2",48,"CD40+DNMT3B",2.69783459101447e-05,2.69305621355409e-05,4.77837746037935e-08,4.7611912634693e-08
"uniform_k2",49,"BIRC3+KCNA4",2.77934318536621e-05,2.77449710842648e-05,4.84607693973516e-08,4.84435910275138e-08
"uniform_k2",50,"CANX+PTGER3",3.16561941504645e-05,3.16055602632703e-05,5.06338871941736e-08,5.0409860619105e-08
"uniform_k2",51,"AIFM1+MAPK9",4.75951490286342e-06,4.75208845973629e-06,7.42644312712315e-09,7.42142569620796e-09
"uniform_k2",52,"GSK3B+SELP",0.000260977461408518,0.000260506780243808,4.70681164710385e-07,4.69228056187987e-07
"uniform_k2",53,"CACNG4+SCN1A",5.68497401718382e-05,5.67615541241517e-05,8.8186047686456e-08,8.77864139159357e-08
"uniform_k2",54,"ARF6+MMP1",6.14429729880461e-05,6.13390297496963e-05,1.03943238349835e-07,1.03943238349835e-07
"uniform_k2",55,"GOT2+UCP2",0.000809245950776916,0.000807206808769667,2.03914200724853e-06,2.02009411365278e-06
"uniform_k2",56,"HDAC3+NEIL1",1.30090983727627e-05,1.29907353231262e-05,1.83630496364273e-08,1.83630496364273e-08
"uniform_k2",57,"ACTA2+SLC2A2",0.000103914657910265,0.000103739597248187,1.7506066207762e-07,1.72374104656647e-07
"uniform_k2",58,"CYP19A1+GABRG3",0.000460206510896621,0.000459651716543275,5.54794353346821e-07,5.54794353346821e-07
"uniform_k2",59,"NR1I3+SLC7A1",2.35388467123565e-05,2.35048730797827e-05,3.39736325738471e-08,3.39736325738471e-08
"uniform_k2",60,"PPARA+PRSS1",0.00253755438558911,0.00253265374811573,4.90063747338176e-06,3.30709278184571e-06
"uniform_k2",61,"HDAC11+KCNMB4",2.41073997331309e-06,2.40710719945358e-06,3.63277385950767e-09,3.63277385950767e-09
"uniform_k2",62,"GAA+RCAN1",0,0,0,0
"uniform_k2",63,"ACPP+WEE1",0,0,0,0
"uniform_k2",64,"DLG4+GFAP",0.0010429828245504,0.00104078599438162,2.19683016877692e-06,2.0044088067106e-06
"uniform_k2",65,"CYP11B2+DMP1",0.000106693340063302,0.000106525313512962,1.68026550340095e-07,1.68026550340095e-07
"uniform_k2",66,"MECP2+SLC5A5",0.000433182365644602,0.000432580597634957,6.01768009644843e-07,6.00192349820006e-07
"uniform_k2",67,"CMA1+UGT2B4",1.61778256443368e-05,1.61543980341516e-05,2.34276101851449e-08,2.34276101851449e-08
"uniform_k2",68,"AGTR1+CAPN10",0.00105776876491692,0.00105659967888827,1.16908602865173e-06,1.09203874587571e-06
"uniform_k2",69,"AQP1+CACNA1A",0.000259586744348339,0.00025941940369878,1.67340649559478e-07,1.65334518187343e-07
"uniform_k2",70,"SHANK1+SLC8A2",1.230766497895e-05,1.22897159903212e-05,1.79489886287243e-08,1.79489886287243e-08
"uniform_k2",71,"GABRE+MB",4.23733144825356e-05,4.23248293774936e-05,4.84851050419621e-08,4.84851050419621e-08
"uniform_k2",72,"CD80+GPBAR1",0.00120293826381512,0.00120167517532488,1.26308849024426e-06,1.26308849024426e-06
"uniform_k2",73,"STAT4+XIAP",0.000385761668836415,0.000385845641290516,-8.39724541012998e-08,-1.03953344487984e-07
"uniform_k2",74,"ITGA5+STAT1",0.00176231064555943,0.00176039624214497,1.91440341446025e-06,1.29394933001681e-06
"uniform_k2",75,"CD40+FURIN",0.000107283250383228,0.000107080221055655,2.03029327572324e-07,2.01531757615392e-07
"uniform_k2",76,"FOSL1+GANAB",5.15202568189821e-05,5.14461500070729e-05,7.41068119092247e-08,7.41068119092247e-08
"uniform_k2",77,"NFATC4+S100A13",2.28375402711034e-06,2.28031262317074e-06,3.44140393959691e-09,3.44140393959691e-09
"uniform_k2",78,"CXADR+CXCR4",0.000368713219965677,0.000368401417379705,3.11802585972742e-07,3.11198625646547e-07
"uniform_k2",79,"MGST1+SLC29A2",0,0,0,0
"uniform_k2",80,"ADAMTS4+ICAM2",0,0,0,0
"uniform_k2",81,"CASP8+NR1I2",0.000131545073709383,0.000131279734064571,2.65339644811569e-07,2.64325858978509e-07
"uniform_k2",82,"ELOVL5+TPMT",8.79046778416992e-05,8.77949444514359e-05,1.09733390263322e-07,1.09733390263322e-07
"uniform_k2",83,"CHRM2+KCNA3",3.22528703332603e-05,3.22038266926672e-05,4.9043640593105e-08,4.88666338505084e-08
"uniform_k2",84,"LPO+PDXK",0.0010444903853789,0.00104366135249789,8.29032881011216e-07,8.29032881011216e-07
"uniform_k2",85,"CPT1B+HPRT1",0.000419421755019966,0.00041877379526456,6.47959755406546e-07,6.47959755406546e-07
"uniform_k2",86,"DDC+MT-CYB",0.000229210912873867,0.000228848646355861,3.6226651800586e-07,3.57019538488323e-07
"uniform_k2",87,"GAMT+SIGMAR1",0.000182308760425021,0.000182047882379188,2.60878045832413e-07,2.55103318802519e-07
"uniform_k2",88,"CYP27C1+FTL",4.88365237338861e-06,4.87730474807435e-06,6.34762531426247e-09,6.34762531426247e-09
"uniform_k2",89,"CXCR4+POLA1",0.00037400616106964,0.000373656942396661,3.49218672979212e-07,3.4668651405223e-07
"uniform_k2",90,"CALML3+GAP43",5.96867158542125e-06,5.95559822758052e-06,1.30733578407316e-08,1.30733578407316e-08
"uniform_k2",91,"HGF+NCF1",8.15898710162521e-05,8.14327396577719e-05,1.57131358480278e-07,1.57131358480278e-07
"uniform_k2",92,"GANAB+YWHAE",2.37948601312654e-05,2.37606312166738e-05,3.42289145915942e-08,3.42289145915942e-08
"uniform_k2",93,"NCF1+PRKDC",8.5073504460409e-05,8.49176370494309e-05,1.55867410978061e-07,1.55583603111964e-07
"uniform_k2",94,"LGALS3+SHANK1",1.42163912454363e-05,1.41907339221703e-05,2.56573232659818e-08,2.56339599546962e-08
"uniform_k2",95,"IMPDH2+PTGIS",2.84798103385997e-05,2.84393143593631e-05,4.049597923661e-08,4.02972653024136e-08
"uniform_k2",96,"DBH+NNMT",3.42645920672346e-05,3.42109094642051e-05,5.36826030295146e-08,5.34430986132151e-08
"uniform_k2",97,"KHK+PTP4A1",0,0,0,0
"uniform_k2",98,"CLEC4E+HSD17B2",0,0,0,0
"uniform_k2",99,"SPP1+TUBA4A",0.000133731816489124,0.000133522093562433,2.09722926691747e-07,2.09722926691747e-07
"uniform_k2",100,"ADORA2A+RUNX1T1",0.00134212351874075,0.00134091820301629,1.20531572445071e-06,1.20531572445071e-06
"uniform_k2",101,"CACNA1G+LMNB1",8.16282072569896e-05,8.14847958160447e-05,1.43411440944874e-07,1.4287078253794e-07
"uniform_k2",102,"APOM+HDAC6",0.0023866313067018,0.00238463941154432,1.99189515748266e-06,1.99189515748266e-06
"uniform_k2",103,"CAT+EEF2K",1.43377898275121e-05,1.43155706247011e-05,2.22192028109802e-08,2.21801025324098e-08
"uniform_k2",104,"CACNA1B+SCN4B",6.1555601428287e-06,6.14500670026441e-06,1.05534425642873e-08,1.05534425642873e-08
"uniform_k2",105,"CACNG3+HTR7",1.90279471679045e-06,2.21651978515869e-06,-3.13725068368242e-07,-3.13725068368242e-07
"uniform_k2",106,"OPA1+PSMD11",1.58590337440145e-06,1.58358638335798e-06,2.31699104347172e-09,2.31638919157007e-09
"uniform_k2",107,"ADCY1+LEF1",1.39644910918113e-05,1.39398208365282e-05,2.46702552830769e-08,2.46252886970666e-08
"uniform_k2",108,"EBP+GGCX",3.69115382098384e-05,3.6865444716927e-05,4.60934929114032e-08,4.59079001480234e-08
"uniform_k2",109,"P2RX4+SLC8A1",0,0,0,0
"uniform_k2",110,"ARF1+PPARG",0.000711241191310719,0.000710150941930054,1.09024938066415e-06,1.0708184182695e-06
"uniform_k2",111,"CA1+RDH12",5.95529986161525e-05,5.94716124534544e-05,8.13861626980383e-08,8.07699632732195e-08
"uniform_k2",112,"AFM+SHH",1.41472650354579e-05,1.43206732026169e-05,-1.73408167158939e-07,-1.73408167158939e-07
"uniform_k2",113,"F10+MMP11",1.57303938086439e-05,1.60261574950749e-05,-2.95763686430917e-07,-2.9577343552134e-07
"uniform_k2",114,"PLD1+YY1",6.0928079351763e-06,6.08348672959114e-06,9.32120558516658e-09,9.32120558516658e-09
"uniform_k2",115,"HTR2B+SCN11A",8.24633136597974e-06,8.23444517572547e-06,1.18861902542733e-08,1.18693388451163e-08
"uniform_k2",116,"CYP2C8+MAPK3",0.000389943459130127,0.000389312216340865,6.31242789261854e-07,6.31242789261854e-07
"uniform_k2",117,"PBK+SREBF1",0.000348888861837482,0.00034899883150008,-1.09969662598353e-07,-1.14761848690748e-07
"uniform_k2",118,"ALDH1A3+LDLR",0,0,0,0
"uniform_k2",119,"DHRS4+HDAC6",0.00238614894007827,0.00238463941154432,1.50952853394948e-06,1.50952853394948e-06
"uniform_k2",120,"GLYAT+IL33",0,0,0,0
"uniform_k2",121,"ADAMTS4+S100A13",2.2837514194185e-06,2.28031262317074e-06,3.43879624775667e-09,3.43879624775667e-09
"uniform_k2",122,"AQP3+CALM2",0,0,0,0
